,Date,Team,Acquired,Relinquished,Notes
24,2022-08-09,Jets,• Caleb Benenoch,,signed unrestricted free agent
25,2022-08-09,Jets,• Chris Glaser,,signed free agent
1,2022-08-10,Jets,,• Parker Ferguson,released
2,2022-08-15,Jets,,• Keshunn Abram,waived
3,2022-08-15,Jets,• Duane Brown,,signed unrestricted free agent to a 2-year $20M contract through 2023
4,2022-08-16,Jets,,• Derrick Kelly,waived
5,2022-08-16,Jets,,• Keshunn Abram,released
6,2022-08-16,Jets,,• Luqman Barcoo / Luq Barcoo,waived
7,2022-08-16,Jets,,• Mekhi Becton,placed on IR with avulsion fracture of right kneecap
8,2022-08-16,Jets,,• Rashard Davis,waived
9,2022-08-16,Jets,,• Tim Ward,waived
10,2022-08-17,Jets,,• Luqman Barcoo / Luq Barcoo,released
11,2022-08-17,Jets,,• Rashard Davis,released
12,2022-08-17,Jets,,• Tim Ward,released
13,2022-08-19,Jets,,• Quincy Williams,"fined $10,609 by NFL for late hit"
14,2022-08-23,Jets,,• Caleb Benenoch,released
15,2022-08-23,Jets,,• Eddy Pineiro,released
16,2022-08-23,Jets,,• Elijah Riley,waived
17,2022-08-23,Jets,,• Isaiah Williams (a),waived
18,2022-08-23,Jets,,• Kai Nacua,released
19,2022-08-24,Jets,,• Isaiah Williams (a),released
20,2022-08-30,Jets,,• Bradlee Anae,waived
21,2022-08-30,Jets,,• Calvin Jackson Jr.,waived
22,2022-08-30,Jets,,• Chris Glaser,waived
23,2022-08-30,Jets,,• Chris Streveler,waived
24,2022-08-30,Jets,,• Chuma Edoga,waived
25,2022-08-30,Jets,,• Conor McDermott,released
1,2022-08-30,Jets,,• D.Q. Thomas,waived
2,2022-08-30,Jets,,• Del'Shawn Phillips,waived
3,2022-08-30,Jets,,• Grant Hermanns,waived
4,2022-08-30,Jets,,• Hamsah Nasirildeen,waived
5,2022-08-30,Jets,,• Irvin Charles,waived
6,2022-08-30,Jets,,• Isaiah Dunn,waived
7,2022-08-30,Jets,,• Jabari Zuniga,waived
8,2022-08-30,Jets,,• Jason Pinnock,waived
9,2022-08-30,Jets,,• Javelin Guidry Jr.,waived
10,2022-08-30,Jets,,• Jonathan Marshall,waived
11,2022-08-30,Jets,,• Kenny Yeboah,waived
12,2022-08-30,Jets,,• La'Mical Perine,waived
13,2022-08-30,Jets,,• Marcell Harris,released
14,2022-08-30,Jets,,• Nick Bawden,placed on IR with undisclosed injury
15,2022-08-30,Jets,,• Rachad Wildgoose,waived
16,2022-08-30,Jets,,• Ross Pierschbacher,waived
17,2022-08-30,Jets,,• Tanzel Smart,released
18,2022-08-30,Jets,,• Tarik Black,waived
19,2022-08-30,Jets,,• Tevin Coleman,released
20,2022-08-30,Jets,,• Trevon Wesco,waived
21,2022-08-30,Jets,,• Will Parks,released
22,2022-08-31,Jets,,• Bradlee Anae,released
23,2022-08-31,Jets,,• Calvin Jackson Jr.,released
24,2022-08-31,Jets,,• Chris Glaser,released
25,2022-08-31,Jets,,• Chris Streveler,released
1,2022-08-31,Jets,,• D.Q. Thomas,released
2,2022-08-31,Jets,,• Grant Hermanns,released
3,2022-08-31,Jets,,• Hamsah Nasirildeen,released
4,2022-08-31,Jets,,• Irvin Charles,released
5,2022-08-31,Jets,,• Jabari Zuniga,released
6,2022-08-31,Jets,,• Jonathan Marshall,released
7,2022-08-31,Jets,,• Kenny Yeboah,released
8,2022-08-31,Jets,,• La'Mical Perine,released
9,2022-08-31,Jets,,• Ross Pierschbacher,released
10,2022-08-31,Jets,,• Tarik Black,released
11,2022-08-31,Jets,• Bradlee Anae,,signed free agent to practice squad
12,2022-08-31,Jets,• Calvin Jackson Jr.,,signed free agent to practice squad
13,2022-08-31,Jets,• Chris Glaser,,signed free agent to practice squad
14,2022-08-31,Jets,• Chris Streveler,,signed free agent to practice squad
15,2022-08-31,Jets,• D.Q. Thomas,,signed free agent to practice squad
16,2022-08-31,Jets,• Grant Hermanns,,signed free agent to practice squad
17,2022-08-31,Jets,• Hamsah Nasirildeen,,signed free agent to practice squad
18,2022-08-31,Jets,• Irvin Charles,,signed free agent to practice squad
19,2022-08-31,Jets,• Jonathan Marshall,,signed free agent to practice squad
20,2022-08-31,Jets,• Kenny Yeboah,,signed free agent to practice squad
21,2022-08-31,Jets,• Tanzel Smart,,signed free agent to practice squad
22,2022-08-31,Jets,• Tarik Black,,signed free agent to practice squad
23,2022-08-31,Jets,• Will Parks,,signed free agent to practice squad
24,2022-09-01,Jets,,• Vinny Curry,placed on IR with hamstring injury
25,2022-09-01,Jets,• Chazz Surratt,,signed free agent to practice squad
1,2022-09-01,Jets,• Craig James (b. 1996-04-29),,signed free agent to practice squad
2,2022-09-01,Jets,• Marcell Harris,,signed free agent
3,2022-09-05,Jets,,• Zonovan Knight / Bam Knight,waived
4,2022-09-05,Jets,• Conor McDermott,,signed free agent to a 1-year $1.3M contract
5,2022-09-06,Jets,,• Calvin Jackson Jr.,released from practice squad
6,2022-09-06,Jets,,• Zonovan Knight / Bam Knight,released
7,2022-09-06,Jets,• Diontae Spencer,,signed free agent to practice squad
8,2022-09-07,Jets,,• D.Q. Thomas,released from practice squad
9,2022-09-07,Jets,• Eric Smith (Maurice),,signed free agent to practice squad
10,2022-09-07,Jets,• Zonovan Knight / Bam Knight,,signed free agent to practice squad
11,2022-09-10,Jets,,• Duane Brown,placed on IR with shoulder injury
12,2022-09-10,Jets,• Grant Hermanns,,activated from practice squad
13,2022-09-12,Jets,• Grant Hermanns,,reverted back to practice squad
14,2022-09-14,Jets,,• Diontae Spencer,released from practice squad
15,2022-09-14,Jets,• Jimmy Moreland,,signed free agent to practice squad
16,2022-09-14,Jets,• Ty Long,,signed free agent to practice squad
17,2022-09-14,Jets,• Will Parks,,signed from practice squad to active roster
18,2022-09-17,Jets,• Grant Hermanns,,activated from practice squad
19,2022-09-17,Jets,• Kenny Yeboah,,activated from practice squad
20,2022-09-19,Jets,• Grant Hermanns,,reverted back to practice squad
21,2022-09-19,Jets,• Kenny Yeboah,,reverted back to practice squad
22,2022-09-20,Jets,,• Ty Long,released from practice squad
23,2022-09-20,Jets,• Diontae Spencer,,signed free agent to practice squad
24,2022-09-21,Jets,,• Chris Glaser,released from practice squad
25,2022-09-21,Jets,• Adam Pankey,,signed free agent to practice squad
1,2022-09-27,Jets,,• George Fant,placed on IR with knee injury
2,2022-09-27,Jets,• Cedric Ogbuehi,,signed (from Texans practice squad)
3,2022-09-28,Jets,,• Diontae Spencer,released from practice squad
4,2022-09-28,Jets,• Mike Remmers,,signed unrestricted free agent to practice squad
5,2022-10-01,Jets,• Grant Hermanns,,activated from practice squad
6,2022-10-01,Jets,• Hamsah Nasirildeen,,activated from practice squad
7,2022-10-03,Jets,• Grant Hermanns,,reverted back to practice squad
8,2022-10-03,Jets,• Hamsah Nasirildeen,,reverted back to practice squad
9,2022-10-08,Jets,,• Max Mitchell,placed on IR with knee injury
10,2022-10-08,Jets,• Duane Brown,,activated from IR
11,2022-10-08,Jets,• Hamsah Nasirildeen,,activated from practice squad
12,2022-10-10,Jets,• Hamsah Nasirildeen,,reverted back to practice squad
13,2022-10-12,Jets,,• Grant Hermanns,released from practice squad
14,2022-10-12,Jets,• Diontae Spencer,,signed free agent to practice squad
15,2022-10-15,Jets,,• Lawrence Cager,waived
16,2022-10-15,Jets,• Kenny Yeboah,,activated from practice squad
17,2022-10-15,Jets,• Mike Remmers,,activated from practice squad
18,2022-10-15,Jets,• Vinny Curry,,activated from IR
19,2022-10-17,Jets,,• Conor McDermott,released
20,2022-10-17,Jets,,• Lawrence Cager,released
21,2022-10-17,Jets,• Kenny Yeboah,,reverted back to practice squad
22,2022-10-17,Jets,• Mike Remmers,,reverted back to practice squad
23,2022-10-17,Jets,• Mike Remmers,,signed from practice squad to active roster
24,2022-10-18,Jets,,• Eric Smith (Maurice),released from practice squad
25,2022-10-18,Jets,• Conor McDermott,,signed free agent to practice squad
1,2022-10-19,Jets,• Chris Glaser,,signed free agent to practice squad
2,2022-10-22,Jets,• Kenny Yeboah,,activated from practice squad
3,2022-10-24,Jets,• Kenny Yeboah,,reverted back to practice squad
4,2022-10-25,Jets,,• Alijah Vera-Tucker,placed on IR with triceps injury
5,2022-10-25,Jets,,• Breece Hall,placed on IR with knee injury
6,2022-10-25,Jets,• Myron Cunningham,,signed free agent to practice squad
7,2022-10-25,Jets,• Zonovan Knight / Bam Knight,,signed from practice squad to active roster
8,2022-10-25,Jets,• James Robinson (b. 1998-08-09),"• 2023 conditional round pick (fifth round if Robinson rushes for 600 yards in 2022, else sixth round) (#185-Parker Washington)",trade with Jaguars
9,2022-10-29,Jets,• Chris Streveler,,activated from practice squad
10,2022-10-29,Jets,• Conor McDermott,,activated from practice squad
11,2022-10-31,Jets,• Chris Streveler,,reverted back to practice squad
12,2022-10-31,Jets,• Conor McDermott,,reverted back to practice squad
13,2022-11-01,Jets,• 2024 fourth round pick (#113-Devontez Walker),• Jake Martin  • 2024 fifth round pick (#145-Kris Abrams-Draine),trade with Broncos
14,2022-11-05,Jets,• Conor McDermott,,activated from practice squad
15,2022-11-05,Jets,• Jared Mayden,,signed free agent to practice squad
16,2022-11-05,Jets,• Kenny Yeboah,,signed from practice squad to active roster
17,2022-11-07,Jets,• Conor McDermott,,reverted back to practice squad
18,2022-11-18,Jets,,• Myron Cunningham,released from practice squad
19,2022-11-18,Jets,• Laurent Duvernay-Tardif,,signed free agent to practice squad
20,2022-11-19,Jets,• Conor McDermott,,activated from practice squad
21,2022-11-19,Jets,• Tanzel Smart,,activated from practice squad
22,2022-11-21,Jets,• Conor McDermott,,reverted back to practice squad
23,2022-11-21,Jets,• Tanzel Smart,,reverted back to practice squad
24,2022-11-22,Jets,• Marquiss Spencer,,signed free agent to practice squad
25,2022-11-22,Jets,,• Conor McDermott,lost off practice squad (to Patriots)
1,2022-11-24,Jets,,• Marcell Harris,waived
2,2022-11-25,Jets,,• Marcell Harris,released
3,2022-11-26,Jets,,• Chris Glaser,released from practice squad
4,2022-11-26,Jets,• Chazz Surratt,,activated from practice squad
5,2022-11-26,Jets,• Marcell Harris,,signed free agent to practice squad
6,2022-11-26,Jets,• Tanzel Smart,,activated from practice squad
7,2022-11-28,Jets,• Chazz Surratt,,reverted back to practice squad
8,2022-11-28,Jets,• Tanzel Smart,,reverted back to practice squad
9,2022-11-29,Jets,,• Marquiss Spencer,released from practice squad
10,2022-11-29,Jets,• Kai Nacua,,signed free agent to practice squad
11,2022-11-30,Jets,,• Diontae Spencer,released from practice squad
12,2022-11-30,Jets,• Jonathan Ward,,signed free agent to practice squad
13,2022-12-03,Jets,,• Cedric Ogbuehi,"placed on IR with groin injury, illness"
14,2022-12-03,Jets,• George Fant,,activated from IR
15,2022-12-03,Jets,• Hamsah Nasirildeen,,activated from practice squad
16,2022-12-05,Jets,• Hamsah Nasirildeen,,reverted back to practice squad
17,2022-12-06,Jets,,• Jonathan Ward,released from practice squad
18,2022-12-06,Jets,,• Tarik Black,released from practice squad
19,2022-12-06,Jets,• Chris Glaser,,signed free agent to practice squad
20,2022-12-06,Jets,• Diontae Spencer,,signed free agent to practice squad
21,2022-12-07,Jets,,• Max Mitchell,placed on reserve/non-football injury list with blood clots
22,2022-12-07,Jets,• Laurent Duvernay-Tardif,,signed from practice squad to active roster
23,2022-12-07,Jets,• Sam Schlueter,,signed free agent to practice squad
24,2022-12-09,Jets,,• Jordan Whitehead,"fined $15,914 by NFL for hit to a defenseless receiver"
25,2022-12-10,Jets,• Marcell Harris,,activated from practice squad
1,2022-12-12,Jets,• Marcell Harris,,reverted back to practice squad
2,2022-12-13,Jets,,• Marcell Harris,placed on practice squad IR with undisclosed injury
3,2022-12-13,Jets,• Marquiss Spencer,,signed free agent to practice squad
4,2022-12-14,Jets,• Eric Smith (Maurice),,signed free agent to practice squad
5,2022-12-14,Jets,,• Jonathan Marshall,lost off practice squad (to Steelers)
6,2022-12-15,Jets,,• Will Parks,waived
7,2022-12-16,Jets,,• Garrett Wilson,"fined $10,609 by NFL for unsportsmanlike conduct"
8,2022-12-16,Jets,,• Will Parks,released
9,2022-12-17,Jets,• Hamsah Nasirildeen,,signed from practice squad to active roster
10,2022-12-17,Jets,• Tanzel Smart,,activated from practice squad
11,2022-12-17,Jets,• Will Parks,,signed free agent to practice squad
12,2022-12-17,Jets,• Will Parks,,activated from practice squad
13,2022-12-19,Jets,• Tanzel Smart,,reverted back to practice squad
14,2022-12-19,Jets,• Will Parks,,reverted back to practice squad
15,2022-12-22,Jets,• Chris Streveler,,activated from practice squad
16,2022-12-22,Jets,• Will Parks,,activated from practice squad
17,2022-12-23,Jets,,• Miles Austin,suspended as wide receiver coach by NFL for 1 year for violating the NFL's gambling policy
18,2022-12-23,Jets,• Chris Streveler,,reverted back to practice squad
19,2022-12-23,Jets,• Will Parks,,reverted back to practice squad
20,2022-12-29,Jets,,• Kai Nacua,released from practice squad
21,2022-12-29,Jets,• Malik Taylor,,signed free agent to practice squad
22,2022-12-31,Jets,,• Jeff Smith (Alan),placed on IR with knee injury
23,2022-12-31,Jets,• Cedric Ogbuehi,,activated from IR
24,2022-12-31,Jets,• Chris Streveler,,activated from practice squad
25,2023-01-02,Jets,• Chris Streveler,,reverted back to practice squad
1,2023-01-04,Jets,,• Jared Mayden,lost off practice squad (to Bills)
2,2023-01-07,Jets,,• Brandin Echols,placed on IR with quadriceps injury
3,2023-01-07,Jets,,• Duane Brown,placed on IR with shoulder injury
4,2023-01-07,Jets,,• George Fant,placed on IR with knee injury
5,2023-01-07,Jets,,• Lamarcus Joyner,placed on IR with hip injury
6,2023-01-07,Jets,,• Nate Herbig,placed on IR with calf injury
7,2023-01-07,Jets,• Adam Pankey,,signed from practice squad to active roster
8,2023-01-07,Jets,• Bradlee Anae,,signed from practice squad to active roster
9,2023-01-07,Jets,• Eric Smith (Maurice),,signed from practice squad to active roster
10,2023-01-07,Jets,• Irvin Charles,,signed from practice squad to active roster
11,2023-01-07,Jets,• Will Parks,,signed from practice squad to active roster
12,2023-01-09,Jets,• Chazz Surratt,,re-signed to a future contract
13,2023-01-09,Jets,• Chris Glaser,,re-signed to a future contract
14,2023-01-09,Jets,• Chris Streveler,,re-signed to a future contract
15,2023-01-09,Jets,• Craig James (b. 1996-04-29),,re-signed to a future contract
16,2023-01-09,Jets,• Jimmy Moreland,,re-signed to a future contract
17,2023-01-09,Jets,• Malik Taylor,,re-signed to a future contract
18,2023-01-09,Jets,• Marquiss Spencer,,re-signed to a future contract
19,2023-01-10,Jets,• Tanzel Smart,,re-signed to a future contract
20,2023-01-12,Jets,,• Mike LaFleur,fired as offensive coordinator
21,2023-01-13,Jets,,• Quincy Williams,"fined $14,111 by NFL for horse collar tackle"
22,2023-01-16,Jets,,• Diontae Spencer,released from practice squad
23,2023-01-16,Jets,,• Marcell Harris,released from practice squad
24,2023-01-16,Jets,,• Sam Schlueter,released from practice squad
25,2023-01-23,Jets,• Will Parks,,re-signed free agent to a 1-year contract through 2023
1,2023-01-26,Jets,• Keith Carter,,hired as offensive line coach and run game coordinator
2,2023-01-26,Jets,• Nathaniel Hackett,,hired as offensive coordinator
3,2023-01-31,Jets,• Diontae Spencer,,signed free agent to a future contract
4,2023-02-13,Jets,• Isaiah Mack,,claimed off waivers (from Seahawks)
5,2023-02-15,Jets,• Dru Samia,,activated from reserve/physically unable to perform list
6,2023-02-15,Jets,• Greg Senat,,activated from reserve/non-football injury list
7,2023-02-15,Jets,• Max Mitchell,,activated from reserve/non-football injury list
8,2023-02-15,Jets,• Rodney Adams,,activated from reserve/non-football injury list
9,2023-02-15,Jets,• Zane Lewis,,activated from physically unable to perform list
10,2023-03-10,Jets,,• James Robinson (b. 1998-08-09),team declined to tender qualifying offer
11,2023-03-10,Jets,,• Rodney Adams,waived
12,2023-03-10,Jets,,• Zane Lewis,waived
13,2023-03-13,Jets,,• Dru Samia,released
14,2023-03-13,Jets,,• Rodney Adams,cut
15,2023-03-13,Jets,,• Zane Lewis,cut
16,2023-03-14,Jets,,• Jeff Smith (Alan),team declined to tender qualifying offer
17,2023-03-14,Jets,• Bronson Kaufusi,,signed free agent
18,2023-03-14,Jets,• Bryce Huff,,"team tendered contract, making player a restricted free agent"
19,2023-03-15,Jets,,• Braxton Berrios,released
20,2023-03-15,Jets,• Bryce Huff,,player became a restricted free agent
21,2023-03-15,Jets,,• Adam Pankey,player became an unrestricted free agent
22,2023-03-15,Jets,,• Cedric Ogbuehi,player became an unrestricted free agent
23,2023-03-15,Jets,,• Connor McGovern (b. 1993-04-27),player became an unrestricted free agent
24,2023-03-15,Jets,,• Dan Feeney,player became an unrestricted free agent
25,2023-03-15,Jets,,• George Fant,player became an unrestricted free agent
1,2023-03-15,Jets,,• Greg Zuerlein,player became an unrestricted free agent
2,2023-03-15,Jets,,• James Robinson (b. 1998-08-09),player became an unrestricted free agent
3,2023-03-15,Jets,,• Jeff Smith (Alan),player became an unrestricted free agent
4,2023-03-15,Jets,,• Joe Flacco,player became an unrestricted free agent
5,2023-03-15,Jets,,• Kwon Alexander,player became an unrestricted free agent
6,2023-03-15,Jets,,• Lamarcus Joyner,player became an unrestricted free agent
7,2023-03-15,Jets,,• Laurent Duvernay-Tardif,player became an unrestricted free agent
8,2023-03-15,Jets,,• Mike Remmers,player became an unrestricted free agent
9,2023-03-15,Jets,,• Mike White (b. 1995-03-25),player became an unrestricted free agent
10,2023-03-15,Jets,,• Nate Herbig,player became an unrestricted free agent
11,2023-03-15,Jets,,• Nathan Shepherd,player became an unrestricted free agent
12,2023-03-15,Jets,,• Nick Bawden,player became an unrestricted free agent
13,2023-03-15,Jets,,• Quincy Williams,player became an unrestricted free agent
14,2023-03-15,Jets,,• Sheldon Rankins,player became an unrestricted free agent
15,2023-03-15,Jets,,• Solomon Thomas,player became an unrestricted free agent
16,2023-03-15,Jets,,• Ty Johnson (a),player became an unrestricted free agent
17,2023-03-15,Jets,,• Vinny Curry,player became an unrestricted free agent
18,2023-03-15,Jets,• Quincy Williams,,re-signed unrestricted free agent to a 3-year $18M contract extension
19,2023-03-15,Jets,• Chuck Clark,• 2024 seventh round pick (#228-Nick Samac),trade with Ravens
20,2023-03-17,Jets,• Allen Lazard,,signed unrestricted free agent to a 4-year $44M contract through 2026
21,2023-03-17,Jets,• Greg Zuerlein,,re-signed unrestricted free agent to a 1-year $2.6M / $3.5M contract
22,2023-03-17,Jets,• Wes Schweitzer,,signed unrestricted free agent to a 2-year $5M contract
23,2023-03-18,Jets,• Solomon Thomas,,re-signed unrestricted free agent to a 1-year $2.4M contract
24,2023-03-20,Jets,• Nick Bawden,,re-signed unrestricted free agent to a 1-year $1.1M contract through 2023
25,2023-03-20,Jets,• Trystan Colon-Castillo,,signed unrestricted free agent to a 1-year $1.7M contract through 2023
1,2023-03-23,Jets,• Adam Pankey,,re-signed unrestricted free agent to a 1-year $1.1M contract through 2023
2,2023-03-23,Jets,• Mecole Hardman,,signed unrestricted free agent to a 1-year $4.5M / $6.5M contract through 2023
3,2023-03-23,Jets,• 2023 second round pick (#42-Luke Musgrave),• Elijah Moore  • 2023 third round pick (#74-Cedric Tillman (b)),trade with Browns
4,2023-03-28,Jets,• Ty Johnson (a),,re-signed unrestricted free agent to a 1-year $1.2M contract through 2023
5,2023-04-06,Jets,• Tim Boyle,,signed unrestricted free agent to a 1-year $1.2M contract through 2023
6,2023-04-07,Jets,• Quinton Jefferson,,signed free agent to a 1-year $3.6M contract
7,2023-04-07,Jets,• Thomas Morstead,,signed unrestricted free agent to a 1-year $1.3M contract through 2023
8,2023-04-13,Jets,,• Braden Mann,waived
9,2023-04-17,Jets,• Isaiah Mack,,re-signed exclusive rights free agent to a 1-year $1.1M contract through 2023
10,2023-04-18,Jets,• Cedric Ogbuehi,,re-signed unrestricted free agent to a 1-year $1.3M contract through 2023
11,2023-04-20,Jets,• Bryce Huff,,re-signed restricted free agent to a 1-year $4.3M contract through 2023
12,2023-04-24,Jets,• Connor McGovern (b. 1993-04-27),,re-signed unrestricted free agent
13,2023-04-26,Jets,,• Ty Johnson (a),cut
14,2023-04-26,Jets,• Aaron Rodgers  • 2023 first round pick (#15-Will McDonald IV)  • 2023 fifth round pick (#170-Christopher Smith),"• 2023 first round pick (#13-Lukas Van Ness)  • 2023 second round pick (#42-Luke Musgrave)  • 2023 sixth round pick (#207-Anders Carlson)  • 2024 conditional round pick (first round pick if Rodgers plays 65% of snaps in 2023 season, else second round) (#41-Kool-Aid McKinstry)",trade with Packers
15,2023-04-27,Jets,• Will McDonald IV,,2023 NFL draft first round pick (#15 overall)
16,2023-04-28,Jets,• Thomas Hennessy,,re-signed to a 4-year contract extension through 2027
17,2023-04-28,Jets,• Joe Tippmann,,2023 NFL draft second round pick (#43 overall)
18,2023-04-29,Jets,• 2023 fourth round pick (#120-Carter Warren)  • 2023 sixth round pick (#184-Zaire Barnes),• 2023 fourth round pick (#112-Chad Ryland),trade with Patriots
19,2023-04-29,Jets,• 2023 sixth round pick (#204-Jarrick Bernard-Converse)  • 2023 seventh round pick (#220-Zack Kuntz),• 2023 fifth round pick (#170-Christopher Smith),trade with Raiders
20,2023-04-29,Jets,• Carter Warren,,2023 NFL draft fourth round pick (#120 overall)
21,2023-04-29,Jets,• Israel Abanikanda,,2023 NFL draft fifth round pick (#143 overall)
22,2023-04-29,Jets,• Zaire Barnes,,2023 NFL draft sixth round pick (#184 overall)
23,2023-04-29,Jets,• Jarrick Bernard-Converse,,2023 NFL draft sixth round pick (#204 overall)
24,2023-04-29,Jets,• Zack Kuntz,,2023 NFL draft seventh round pick (#220 overall)
25,2023-05-02,Jets,,• Mekhi Becton,team declined $13.6M contract option for 2024
1,2023-05-02,Jets,• Billy Turner,,signed unrestricted free agent to a 1-year $3.2M contract through 2023
2,2023-05-04,Jets,• Randall Cobb,,signed unrestricted free agent to a 1-year $3M contract through 2023
3,2023-05-05,Jets,• Brent Laing,,signed undrafted free agent to a 3-year $2.6M contract
4,2023-05-05,Jets,• Caleb Johnson (b. 1998-07-14),,signed undrafted free agent to a 3-year $2.6M contract
5,2023-05-05,Jets,• Claudin Cherelus,,signed undrafted free agent to a 3-year $2.6M contract
6,2023-05-05,Jets,• Derrick Langford Jr.,,signed undrafted free agent to a 3-year $2.6M contract
7,2023-05-05,Jets,• Deslin Alexandre,,signed undrafted free agent to a 3-year $2.6M contract
8,2023-05-05,Jets,• E.J. Jenkins,,signed undrafted free agent to a 3-year $2.7M contract
9,2023-05-05,Jets,• Israel Abanikanda,,signed fifth round pick to a 4-year $4.2M contract through 2026
10,2023-05-05,Jets,• Jarrick Bernard-Converse,,signed sixth round pick to a 4-year $4M contract through 2026
11,2023-05-05,Jets,• Jason Brownlee,,signed undrafted free agent to a 3-year $2.6M contract
12,2023-05-05,Jets,• Maalik Hall,,signed undrafted free agent to a 3-year $2.6M contract
13,2023-05-05,Jets,• Marquis Waters,,signed undrafted free agent to a 3-year $2.7M contract
14,2023-05-05,Jets,• T.J. Luther,,signed undrafted free agent to a 3-year $2.6M contract
15,2023-05-05,Jets,• Travis Dye,,signed undrafted free agent to a 3-year $2.6M contract
16,2023-05-05,Jets,• Trey Dean III,,signed undrafted free agent to a 3-year $2.7M contract
17,2023-05-05,Jets,• Xavier Gipson,,signed undrafted free agent to a 3-year $2.6M contract
18,2023-05-05,Jets,• Zack Kuntz,,signed seventh round pick to a 4-year $4M contract through 2026
19,2023-05-05,Jets,• Zaire Barnes,,signed sixth round pick to a 4-year $4M contract through 2026
20,2023-05-11,Jets,,• Cedric Ogbuehi,released
21,2023-05-11,Jets,• Al Woods (Joseph),,signed free agent to a 1-year contract through 2023
22,2023-05-15,Jets,• Izaiah Gathings,,signed free agent
23,2023-05-16,Jets,• Javelin Guidry Jr.,,claimed off waivers (from Falcons)
24,2023-05-18,Jets,• Carter Warren,,signed fourth round pick to a 4-year $4.6M contract through 2026
25,2023-05-25,Jets,,• Bradlee Anae,placed on IR with undisclosed injury
1,2023-05-25,Jets,,• Brandin Echols,suspended by NFL for 1 game for violating the league's personal conduct policy
2,2023-05-25,Jets,• Jerome Kapp,,signed undrafted free agent to a 3-year $2.7M contract
3,2023-05-30,Jets,,• Eric Smith (Maurice),released
4,2023-05-30,Jets,• Yodny Cajuste,,signed free agent to a 1-year $1M contract
5,2023-05-31,Jets,• Jordan Whitehead,,re-signed to a 1 year $5.2M restructured contract
6,2023-06-08,Jets,,• Will Parks,released
7,2023-06-14,Jets,• Adrian Amos,,signed unrestricted free agent to a 1-year $1.8M contract through 2023
8,2023-06-22,Jets,,• Chuck Clark,torn ACL in knee (out for season)
9,2023-07-13,Jets,• Quinnen Williams,,re-signed to a 4-year $96M contract extension through 2027
10,2023-07-19,Jets,,• Breece Hall,placed on physically unable to perform list with knee injury
11,2023-07-19,Jets,,• C.J. Uzomah,placed on physically unable to perform list with leg injury
12,2023-07-19,Jets,,• Chuck Clark,placed on IR recovering from torn ACL in knee
13,2023-07-19,Jets,,• Diontae Spencer,placed on IR with undisclosed injury
14,2023-07-19,Jets,,• Jarrick Bernard-Converse,placed on physically unable to perform list with undisclosed
15,2023-07-19,Jets,,• Randall Cobb,placed on physically unable to perform list with ankle injury
16,2023-07-19,Jets,• Joe Tippmann,,signed second round pick to a 4-year $8.4M contract through 2026
17,2023-07-19,Jets,• Will McDonald IV,,signed first round pick to a 4-year $16.3M contract through 2026 with a 1-year team option through 2027
18,2023-07-20,Jets,• 2025 conditional sixth round pick (if Mims makes Lions 53-man roster) (not exercised),• Denzel Mims  • 2025 seventh round pick (?-?),trade with Lions
19,2023-07-21,Jets,• Alex Erickson,,signed free agent to a 1-year $1.1M contract
20,2023-07-21,Jets,• Dane Cruikshank,,signed unrestricted free agent to a 1-year $1.1M contract through 2023
21,2023-07-22,Jets,,• Duane Brown,placed on physically unable to perform list with shoulder injury
22,2023-07-22,Jets,,• Izaiah Gathings,waived
23,2023-07-22,Jets,• Damarea Crockett,,signed free agent
24,2023-07-22,Jets,• Ifeadi Odenigbo,,signed free agent to a 1-year $1.1M contract
25,2023-07-26,Jets,• Aaron Rodgers,,re-signed to a 3-year $112.5M restructured contract
1,2023-07-27,Jets,• C.J. Uzomah,,activated from physically unable to perform list
2,2023-07-28,Jets,• Diontae Spencer,,activated from IR
3,2023-07-28,Jets,,• Diontae Spencer,waived-injured
4,2023-07-30,Jets,• Randall Cobb,,activated from physically unable to perform list
5,2023-08-06,Jets,,• Hamsah Nasirildeen,waived-injured
6,2023-08-06,Jets,,• Maalik Hall,waived-injured
7,2023-08-06,Jets,• Nick Vigil,,signed unrestricted free agent
8,2023-08-06,Jets,• Sam Eguavoen,,signed unrestricted free agent
9,2023-08-07,Jets,,• Chris Streveler,waived-injured
10,2023-08-07,Jets,,• Hamsah Nasirildeen,placed on IR with neck injury
11,2023-08-07,Jets,,• Maalik Hall,placed on IR with undisclosed injury
12,2023-08-08,Jets,,• Chris Streveler,placed on IR with thumb injury
13,2023-08-08,Jets,,• Isaiah Mack,released
14,2023-08-08,Jets,,• Yodny Cajuste,waived-injured
15,2023-08-08,Jets,• Bruce Hector,,signed free agent
16,2023-08-08,Jets,• Grant Hermanns,,claimed off waivers (from Buccaneers)
17,2023-08-08,Jets,• Pita Taumoepenu,,signed free agent
18,2023-08-09,Jets,,• Yodny Cajuste,placed on IR with undisclosed injury
19,2023-08-14,Jets,,• Ifeadi Odenigbo,placed on IR with undisclosed injury
20,2023-08-15,Jets,• Breece Hall,,activated from physically unable to perform list
21,2023-08-15,Jets,• Jalyn Holmes,,signed free agent
22,2023-08-16,Jets,,• Javelin Guidry Jr.,waived-injured
23,2023-08-16,Jets,• Dalvin Cook,,signed free agent to a 1-year $7M contract through 2023
24,2023-08-16,Jets,• Chris Streveler,,activated from IR
