,Date,Team,Acquired,Relinquished,Notes
1,2015-08-08,Rams,,• Terrence Franks,waived
2,2015-08-09,Rams,• Marcus Forston,,signed free agent
3,2015-08-21,Rams,,• Isiah Ferguson,waived-injured
4,2015-08-24,Rams,,• Isiah Ferguson,placed on IR with knee injury
5,2015-08-24,Rams,• Cody Wichmann,,activated from physically unable to perform list
6,2015-08-31,Rams,,• Brad Smelley,waived-injured
7,2015-08-31,Rams,,• Korey Toomer,waived-injured
8,2015-09-01,Rams,,• Damian Williams,released
9,2015-09-01,Rams,,• David Wang,waived
10,2015-09-01,Rams,,• Doug Worthington,waived
11,2015-09-01,Rams,,• E.J. Gaines,placed on IR with foot injury
12,2015-09-01,Rams,,• Imoan Claiborne,waived
13,2015-09-01,Rams,,• Jay Hughes,waived
14,2015-09-01,Rams,,• Keshaun Malone,waived
15,2015-09-01,Rams,,• Michael Palardy,waived
16,2015-09-01,Rams,,• Steven Baker,waived
17,2015-09-01,Rams,,• Travis Bond,waived
18,2015-09-01,Rams,,• Tyler Ott,waived
19,2015-09-01,Rams,,• Tyler Slavin,waived
20,2015-09-02,Rams,,• Brad Smelley,placed on IR with undisclosed injury
21,2015-09-02,Rams,,• David Wang,released
22,2015-09-02,Rams,,• Doug Worthington,released
23,2015-09-02,Rams,,• Imoan Claiborne,released
24,2015-09-02,Rams,,• Jay Hughes,released
25,2015-09-02,Rams,,• Keshaun Malone,released
1,2015-09-02,Rams,,• Korey Toomer,placed on IR with ankle injury
2,2015-09-02,Rams,,• Michael Palardy,released
3,2015-09-02,Rams,,• Steven Baker,released
4,2015-09-02,Rams,,• Travis Bond,released
5,2015-09-02,Rams,,• Tyler Ott,released
6,2015-09-02,Rams,,• Tyler Slavin,released
7,2015-09-05,Rams,,• Alex Bayer,waived
8,2015-09-05,Rams,,• Austin Davis (b. 1989-06-02),waived
9,2015-09-05,Rams,,• Barrett Jones,waived
10,2015-09-05,Rams,,• Brad Smelley,waived (injury settlement)
11,2015-09-05,Rams,,• Brandon McGee,waived
12,2015-09-05,Rams,,• Brandon Washington,waived
13,2015-09-05,Rams,,• Christian Bryant,waived
14,2015-09-05,Rams,,• Daniel Rodriguez,waived
15,2015-09-05,Rams,,• Emory Blake,waived
16,2015-09-05,Rams,,• Isaiah Battle,waived
17,2015-09-05,Rams,,• Jacob Hagen,waived
18,2015-09-05,Rams,,• Jo-Lonn Dunbar,released
19,2015-09-05,Rams,,• Justice Cunningham,waived
20,2015-09-05,Rams,,• Louis Trinca-Pasat,waived
21,2015-09-05,Rams,,• Malcolm Brown,waived
22,2015-09-05,Rams,,• Marcus Forston,waived
23,2015-09-05,Rams,,• Marshall McFadden,waived
24,2015-09-05,Rams,,• Martin Ifedi,waived
25,2015-09-05,Rams,,• Matt Longacre,waived
1,2015-09-05,Rams,,• Montell Garner,waived
2,2015-09-05,Rams,,• Trey Watts,placed on reserve/suspended list
3,2015-09-05,Rams,,• Trovon Reed,waived
4,2015-09-05,Rams,,• Zach Laskey,waived
5,2015-09-06,Rams,,• Alex Bayer,released
6,2015-09-06,Rams,,• Austin Davis (b. 1989-06-02),released
7,2015-09-06,Rams,,• Barrett Jones,released
8,2015-09-06,Rams,,• Brad Smelley,released
9,2015-09-06,Rams,,• Brandon McGee,released
10,2015-09-06,Rams,,• Brandon Washington,released
11,2015-09-06,Rams,,• Christian Bryant,released
12,2015-09-06,Rams,,• Daniel Rodriguez,released
13,2015-09-06,Rams,,• Emory Blake,released
14,2015-09-06,Rams,,• Isaiah Battle,released
15,2015-09-06,Rams,,• Jacob Hagen,released
16,2015-09-06,Rams,,• Justice Cunningham,released
17,2015-09-06,Rams,,• Korey Toomer,waived (injury settlement)
18,2015-09-06,Rams,,• Louis Trinca-Pasat,released
19,2015-09-06,Rams,,• Malcolm Brown,released
20,2015-09-06,Rams,,• Marcus Forston,released
21,2015-09-06,Rams,,• Marshall McFadden,released
22,2015-09-06,Rams,,• Martin Ifedi,released
23,2015-09-06,Rams,,• Matt Longacre,released
24,2015-09-06,Rams,,• Montell Garner,released
25,2015-09-06,Rams,,• Trovon Reed,released
1,2015-09-06,Rams,,• Zach Laskey,released
2,2015-09-07,Rams,,• Korey Toomer,released
3,2015-09-07,Rams,• Christian Bryant,,signed free agent to practice squad
4,2015-09-07,Rams,• Doug Worthington,,signed free agent to practice squad
5,2015-09-07,Rams,• Isaiah Battle,,signed free agent to practice squad
6,2015-09-07,Rams,• Jacob Hagen,,signed free agent to practice squad
7,2015-09-07,Rams,• Justice Cunningham,,signed free agent to practice squad
8,2015-09-07,Rams,• Louis Trinca-Pasat,,signed free agent to practice squad
9,2015-09-07,Rams,• Malcolm Brown,,signed free agent to practice squad
10,2015-09-07,Rams,• Matt Longacre,,signed free agent to practice squad
11,2015-09-07,Rams,• Trovon Reed,,signed free agent to practice squad
12,2015-09-07,Rams,• Zach Laskey,,signed free agent to practice squad
13,2015-09-11,Rams,,• Todd Gurley,knee injury (out)
14,2015-09-15,Rams,,• Jacob Hagen,released from practice squad
15,2015-09-15,Rams,• Brandon McGee,,signed free agent to practice squad
16,2015-09-16,Rams,,• Trovon Reed,released from practice squad
17,2015-09-16,Rams,• Melvin White,,signed free agent to practice squad
18,2015-09-18,Rams,,• Chase Reynolds,knee injury (out)
19,2015-09-18,Rams,,• Eugene Sims,knee injury (out)
20,2015-09-29,Rams,,• Isaiah Pead,waived
21,2015-09-29,Rams,• Brandon McGee,,signed from practice squad to active roster
22,2015-09-29,Rams,• Nick Toon,,signed free agent to practice squad
23,2015-09-30,Rams,,• Isaiah Pead,released
24,2015-10-02,Rams,,• Brandon McGee,waived
25,2015-10-02,Rams,,• Eugene Sims,knee injury (out)
1,2015-10-02,Rams,,• Maurice Alexander,groin injury (out)
2,2015-10-02,Rams,• Christian Bryant,,signed from practice squad to active roster
3,2015-10-02,Rams,• Eric Patterson,,signed free agent to practice squad
4,2015-10-03,Rams,,• Doug Worthington,released from practice squad
5,2015-10-03,Rams,• 2017 seventh round pick (#234-Ejuan Price),• Chris Givens (b. 1989-12-06),trade with Ravens
6,2015-10-05,Rams,,• Brandon McGee,released
7,2015-10-05,Rams,• Doug Worthington,,signed free agent to practice squad
8,2015-10-05,Rams,• Trey Watts,,reinstated from suspension
9,2015-10-05,Rams,,• Trey Watts,placed on exempt/commissioner permission list
10,2015-10-06,Rams,• Jo-Lonn Dunbar,,signed free agent
11,2015-10-09,Rams,,• Alec Ogletree,ankle injury (out)
12,2015-10-12,Rams,,• Trey Watts,waived
13,2015-10-13,Rams,,• Trey Watts,released
14,2015-10-15,Rams,,• Rodger Saffold,placed on IR with right shoulder injury
15,2015-10-15,Rams,• Justice Cunningham,,signed from practice squad to active roster
16,2015-10-15,Rams,• Trey Watts,,signed free agent to practice squad
17,2015-10-23,Rams,,• Alec Ogletree,ankle injury (out)
18,2015-10-23,Rams,,• Chris Long,knee injury (out)
19,2015-10-23,Rams,,• Christian Bryant,waived
20,2015-10-23,Rams,• Trey Watts,,signed from practice squad to active roster
21,2015-10-26,Rams,,• Christian Bryant,released
22,2015-10-27,Rams,,• Alec Ogletree,placed on IR with fractured fibula in leg
23,2015-10-27,Rams,• Christian Bryant,,signed free agent
24,2015-10-28,Rams,,• Jo-Lonn Dunbar,released
25,2015-10-28,Rams,• Doug Worthington,,signed from practice squad to active roster
1,2015-10-28,Rams,• Gerald Rivers,,signed free agent to practice squad
2,2015-10-28,Rams,• Zack Hodges,,signed free agent to practice squad
3,2015-10-30,Rams,,• Chris Long,knee injury (out)
4,2015-11-04,Rams,,• Trey Watts,suspended by NFL indefinitely for violating the league's substance abuse policy
5,2015-11-06,Rams,,• Chris Long,knee injury (out)
6,2015-11-06,Rams,• Matt Longacre,,signed from practice squad to active roster
7,2015-11-09,Rams,,• Stedman Bailey,suspended by NFL for 4 games for violating the league's substance abuse policy
8,2015-11-10,Rams,• Matt Wells,,signed free agent to practice squad
9,2015-11-10,Rams,• Wes Welker,,signed unrestricted free agent to a 1-year contract
10,2015-11-17,Rams,,• Darrell Williams (b. 1993-08-03),placed on IR with dislocated wrist
11,2015-11-17,Rams,,• Doug Worthington,waived
12,2015-11-17,Rams,,• Gerald Rivers,released from practice squad
13,2015-11-17,Rams,,• Jamon Brown,placed on IR with fractured lower right leg
14,2015-11-17,Rams,• David Arkin,,signed free agent to practice squad
15,2015-11-17,Rams,• Eric Kush,,claimed off waivers (from Texans)
16,2015-11-17,Rams,• Isaiah Battle,,signed from practice squad to active roster
17,2015-11-17,Rams,• Brian Folkerts,,signed (from 49ers practice squad)
18,2015-11-18,Rams,,• Doug Worthington,released
19,2015-11-19,Rams,• Doug Worthington,,signed free agent to practice squad
20,2015-11-27,Rams,,• Andrew Donnal,knee injury (out)
21,2015-11-28,Rams,,• Justice Cunningham,waived
22,2015-11-28,Rams,• Zach Hocker,,signed free agent
23,2015-11-30,Rams,,• Justice Cunningham,released
24,2015-12-01,Rams,,• Matt Wells,released from practice squad
25,2015-12-01,Rams,• Justice Cunningham,,signed free agent to practice squad
1,2015-12-04,Rams,,• Andrew Donnal,knee injury (out)
2,2015-12-07,Rams,,• Frank Cignetti,fired as offensive coordinator
3,2015-12-07,Rams,• Stedman Bailey,,reinstated from suspension
4,2015-12-07,Rams,,• Stedman Bailey,placed on exempt/commissioner permission list
5,2015-12-09,Rams,,• Robert Quinn,placed on IR with back injury
6,2015-12-11,Rams,,• Andrew Donnal,knee injury (out)
7,2015-12-11,Rams,,• Robert Quinn,tightness in back (out)
8,2015-12-11,Rams,,• T.J. McDonald,placed on IR with shoulder injury
9,2015-12-11,Rams,• Eric Patterson,,signed from practice squad to active roster
10,2015-12-11,Rams,• J.J. Worton,,signed free agent to practice squad
11,2015-12-14,Rams,,• Stedman Bailey,placed on non-football injury list with head injury
12,2015-12-15,Rams,,• Zach Hocker,waived
13,2015-12-15,Rams,• Louis Trinca-Pasat,,signed from practice squad to active roster
14,2015-12-15,Rams,• Matt Wells,,signed free agent to practice squad
15,2015-12-16,Rams,,• Andrew Donnal,knee injury (out)
16,2015-12-16,Rams,,• Robert Quinn,back injury (out)
17,2015-12-16,Rams,,• Zach Hocker,released
18,2015-12-17,Rams,,• Robert Quinn,placed on IR with back injury
19,2015-12-17,Rams,• Doug Worthington,,signed from practice squad to active roster
20,2015-12-23,Rams,• Deon Long,,signed free agent to practice squad
21,2015-12-25,Rams,,• Andrew Donnal,knee injury (out)
22,2015-12-31,Rams,,• Doug Worthington,placed on IR with thigh injury
23,2015-12-31,Rams,,• Nick Fairley,placed on IR with concussion
24,2015-12-31,Rams,• Malcolm Brown,,signed from practice squad to active roster
25,2015-12-31,Rams,• Troy Hill (b. 1991-08-29),,claimed off waivers (from Patriots)
1,2016-01-01,Rams,,• Eric Patterson,placed on IR with ankle injury
2,2016-01-01,Rams,• Nick Toon,,signed from practice squad to active roster
3,2016-01-05,Rams,• David Arkin,,re-signed to a future contract
4,2016-01-05,Rams,• Deon Long,,re-signed to a future contract
5,2016-01-05,Rams,• Justice Cunningham,,re-signed to a future contract
6,2016-01-05,Rams,• Matt Wells,,re-signed to a future contract
7,2016-01-05,Rams,• Zach Laskey,,re-signed to a future contract
8,2016-01-05,Rams,• Zack Hodges,,re-signed to a future contract
9,2016-01-06,Rams,,• Adam Bailey,fired as assistant strength and conditioning coach
10,2016-01-06,Rams,,• Ben Sirmans,fired as running backs coach
11,2016-01-06,Rams,,• Jeff Garcia,fired as offensive assistant coach
12,2016-01-06,Rams,,• Paul Boudreau Jr.,fired as assistant special teams coach
13,2016-01-06,Rams,,• Ray Sherman,fired as wide receivers coach
14,2016-01-12,Rams,,• J.J. Worton,lost off practice squad (to Patriots)
15,2016-01-15,Rams,,• Melvin White,lost off practice squad (to Vikings)
16,2016-01-25,Rams,• Mike Groh,,hired as wide receivers coach and passing game coordinator
17,2016-02-08,Rams,• Darrell Williams (b. 1993-08-03),,activated from IR
18,2016-02-08,Rams,• Doug Worthington,,activated from IR
19,2016-02-08,Rams,• E.J. Gaines,,activated from IR
20,2016-02-08,Rams,• Isiah Ferguson,,activated from IR
21,2016-02-08,Rams,• Jamon Brown,,activated from IR
22,2016-02-08,Rams,• Nick Fairley,,activated from IR
23,2016-02-08,Rams,• Robert Quinn,,activated from IR
24,2016-02-08,Rams,• Rodger Saffold,,activated from IR
25,2016-02-08,Rams,• Stedman Bailey,,activated from physically unable to perform list
1,2016-02-08,Rams,• T.J. McDonald,,activated from IR
2,2016-02-09,Rams,• Kain Colter,,signed free agent
3,2016-02-19,Rams,,• Chris Long,released
4,2016-02-19,Rams,,• James Laurinaitis,released
5,2016-02-19,Rams,,• Jared Cook,released
6,2016-02-25,Rams,• Rob Boras,,named permanent offensive coordinator
7,2016-03-01,Rams,• Trumaine Johnson (Monte),,designated franchise player
8,2016-03-09,Rams,,• Benny Cunningham,player became a restricted free agent
9,2016-03-09,Rams,,• Case Keenum,player became a restricted free agent
10,2016-03-09,Rams,• Cody Davis,,re-signed to a 2-year contract extension through 2017
11,2016-03-09,Rams,• Trumaine Johnson (Monte),,re-signed to a 1-year contract
12,2016-03-09,Rams,,• Brian Folkerts,player became an unrestricted free agent
13,2016-03-09,Rams,,• Brian Quick,player became an unrestricted free agent
14,2016-03-09,Rams,,• Chase Reynolds,player became an unrestricted free agent
15,2016-03-09,Rams,,• Cory Harkey,player became an unrestricted free agent
16,2016-03-09,Rams,,• Daren Bates,player became an unrestricted free agent
17,2016-03-09,Rams,,• Eugene Sims,player became an unrestricted free agent
18,2016-03-09,Rams,,• Greg Zuerlein,player became an unrestricted free agent
19,2016-03-09,Rams,,• Janoris Jenkins,player became an unrestricted free agent
20,2016-03-09,Rams,,• Mark Barron,player became an unrestricted free agent
21,2016-03-09,Rams,,• Nick Fairley,player became an unrestricted free agent
22,2016-03-09,Rams,,• Nick Toon,player became an unrestricted free agent
23,2016-03-09,Rams,,• Rodney McLeod Jr.,player became an unrestricted free agent
24,2016-03-09,Rams,,• Tim Barnes,player became an unrestricted free agent
25,2016-03-09,Rams,,• Wes Welker,player became an unrestricted free agent
1,2016-03-09,Rams,,• William Hayes (b),player became an unrestricted free agent
2,2016-03-09,Rams,• Brian Folkerts,,re-signed unrestricted free agent
3,2016-03-09,Rams,• Tim Barnes,,re-signed unrestricted free agent to a 2-year contract through 2017
4,2016-03-10,Rams,• Brian Quick,,re-signed unrestricted free agent to a 1-year contract
5,2016-03-13,Rams,• Mark Barron,,re-signed unrestricted free agent to a 5-year contract through 2020
6,2016-03-14,Rams,• Eugene Sims,,re-signed unrestricted free agent to a 3-year contract through 2018
7,2016-03-15,Rams,• Cory Harkey,,re-signed unrestricted free agent
8,2016-03-15,Rams,• Coty Sensabaugh,,signed unrestricted free agent to a 3-year contract through 2018
9,2016-03-16,Rams,• William Hayes (b),,re-signed unrestricted free agent to a 3-year contract through 2018
10,2016-03-18,Rams,• Quinton Coples,,signed free agent to a 2-year contract through 2017
11,2016-04-08,Rams,• Benny Cunningham,,re-signed restricted free agent to a 1-year contract
12,2016-04-14,Rams,• 2016 first round pick (#1-Jared Goff)  • 2016 fourth round pick (#113-Nick Kwiatkoski)  • 2016 sixth round pick (#177-Temarrick Hemingway),• 2016 first round pick (#15-Corey Coleman)  • 2016 second round pick (#43-Austin Johnson (Hunter))  • 2016 second round pick (#45-Derrick Henry)  • 2016 third round pick (#76-Shon Coleman)  • 2017 first round pick (#5-Corey Davis (Damon))  • 2017 third round pick (#100-Jonnu Smith),trade with Titans
13,2016-04-18,Rams,• Case Keenum,,re-signed restricted free agent to a 1-year contract
14,2016-04-18,Rams,• Chase Reynolds,,signed unrestricted free agent to a 1-year contract
15,2016-04-18,Rams,• Greg Zuerlein,,re-signed unrestricted free agent to a 1-year contract
16,2016-04-28,Rams,• Jared Goff,,2016 NFL draft first round pick (#1 overall)
17,2016-04-30,Rams,• 2016 fourth round pick (#117-Pharoh Cooper)  • 2016 sixth round pick (#206-Michael Thomas (d)),• 2016 fourth round pick (#113-Nick Kwiatkoski),trade with Bears
18,2016-04-30,Rams,• Tyler Higbee,,2016 NFL draft fourth round pick (#110 overall)
19,2016-04-30,Rams,• Pharoh Cooper,,2016 NFL draft fourth round pick (#117 overall)
20,2016-04-30,Rams,• Temarrick Hemingway,,2016 NFL draft sixth round pick (#177 overall)
21,2016-04-30,Rams,• Josh Forrest,,2016 NFL draft sixth round pick (#190 overall)
22,2016-04-30,Rams,• Mike Thomas (Davonta),,2016 NFL draft sixth round pick (#206 overall)
23,2016-05-02,Rams,• Alec Ogletree,,team exercised contract option through 2017
24,2016-05-02,Rams,• Tavon Austin,,team exercised contract option through 2017
25,2016-05-04,Rams,,• Eric Patterson,waived
1,2016-05-05,Rams,,• Eric Patterson,released
2,2016-05-06,Rams,• Aaron Green,,signed undrafted free agent
3,2016-05-06,Rams,• Brandon Chubb,,signed undrafted free agent
4,2016-05-06,Rams,• Brian Randolph,,signed undrafted free agent
5,2016-05-06,Rams,• Cory Littleton,,signed undrafted free agent
6,2016-05-06,Rams,• Darreon Herring,,signed undrafted free agent
7,2016-05-06,Rams,• Ian Seau,,signed undrafted free agent
8,2016-05-06,Rams,• Jordan Lomax,,signed undrafted free agent
9,2016-05-06,Rams,• Jordan Swindle,,signed undrafted free agent
10,2016-05-06,Rams,• Kache Palacio,,signed undrafted free agent
11,2016-05-06,Rams,• Marquez North,,signed undrafted free agent
12,2016-05-06,Rams,• Mike Jordan (b),,signed undrafted free agent
13,2016-05-06,Rams,• Morgan Fox,,signed undrafted free agent
14,2016-05-06,Rams,• Nelson Spruce,,signed undrafted free agent
15,2016-05-06,Rams,• Nicholas Grigsby,,signed undrafted free agent
16,2016-05-06,Rams,• Pace Murphy,,signed undrafted free agent
17,2016-05-06,Rams,• Paul McRoberts,,signed undrafted free agent
18,2016-05-06,Rams,• Rohan Gaines,,signed undrafted free agent
19,2016-05-06,Rams,• Taylor Bertolet,,signed undrafted free agent
20,2016-05-06,Rams,• Winston Rose,,signed undrafted free agent
21,2016-05-10,Rams,,• Isiah Ferguson,waived
22,2016-05-10,Rams,• J.J. Worton,,signed free agent
23,2016-05-11,Rams,,• Isiah Ferguson,released
24,2016-05-11,Rams,,• Nick Toon,released
25,2016-05-11,Rams,,• Winston Rose,waived
1,2016-05-11,Rams,• D'haquille Williams / Duke Williams (b),,signed undrafted free agent
2,2016-05-11,Rams,• Jabriel Washington,,signed undrafted free agent
3,2016-05-12,Rams,,• Winston Rose,released
4,2016-05-18,Rams,,• Kache Palacio,waived
5,2016-05-18,Rams,• Dominique Easley,,signed free agent to a 1-year contract
6,2016-05-19,Rams,,• Kache Palacio,released
7,2016-06-07,Rams,,• Doug Worthington,released
8,2016-06-07,Rams,,• Kain Colter,waived
9,2016-06-07,Rams,,• Stedman Bailey,waived
10,2016-06-07,Rams,,• Zack Hodges,waived
11,2016-06-07,Rams,• Benson Browne,,signed undrafted free agent
12,2016-06-07,Rams,• Cam Thomas (a),,signed unrestricted free agent
13,2016-06-07,Rams,• Dylan Thompson,,signed free agent
14,2016-06-07,Rams,• Terrence Magee,,signed free agent
15,2016-06-08,Rams,,• Kain Colter,released
16,2016-06-08,Rams,,• Stedman Bailey,placed on non-football injury list with head injury
17,2016-06-08,Rams,,• Zack Hodges,released
18,2016-06-09,Rams,• Jared Goff,,signed first round pick to a 4-year contract through 2019 with a 1-year team option for 2020
19,2016-06-09,Rams,• Josh Forrest,,signed sixth round pick to a 4-year contract through 2019
20,2016-06-09,Rams,• Mike Thomas (Davonta),,signed
21,2016-06-09,Rams,• Pharoh Cooper,,signed fourth round pick to a 4-year contract through 2019
22,2016-06-09,Rams,• Temarrick Hemingway,,signed sixth round pick to a 4-year contract through 2019
23,2016-06-09,Rams,• Tyler Higbee,,signed fourth round pick to a 4-year contract through 2019
24,2016-06-10,Rams,,• Louis Trinca-Pasat,waived-injured
25,2016-06-10,Rams,• Jeff Overbaugh,,signed undrafted free agent
1,2016-06-13,Rams,,• Louis Trinca-Pasat,placed on IR with torn ACL in knee
2,2016-06-24,Rams,,• J.J. Worton,waived
3,2016-06-24,Rams,,• Matt Wells,waived
4,2016-06-27,Rams,,• J.J. Worton,released
5,2016-06-27,Rams,,• Matt Wells,released
6,2016-07-27,Rams,,• Nick Foles,released
7,2016-07-30,Rams,,• Tre Mason,placed on reserve/did not report list
8,2016-07-31,Rams,,• Deon Long,waived
9,2016-08-01,Rams,,• Deon Long,released
10,2016-08-02,Rams,• Austin Hill,,signed free agent
11,2016-08-02,Rams,• David Richards (a),,signed free agent
12,2016-08-04,Rams,• Jake Stoneburner,,signed free agent
13,2016-08-05,Rams,• Jordan Kovacs,,signed free agent
14,2016-08-10,Rams,• Zach Colvin,,signed undrafted free agent
15,2016-08-16,Rams,,• Brian Randolph,waived-injured
16,2016-08-16,Rams,• Mike Caputo,,signed free agent
17,2016-08-17,Rams,,• Brian Randolph,placed on IR with torn ACL in knee
18,2016-08-27,Rams,• Tavon Austin,,re-signed to a 4-year contract extension through 2021
19,2016-08-29,Rams,,• Benson Browne,waived
20,2016-08-29,Rams,,• Brian Folkerts,waived
21,2016-08-29,Rams,,• Darreon Herring,waived
22,2016-08-29,Rams,,• David Richards (a),waived
23,2016-08-29,Rams,,• Dylan Thompson,waived
24,2016-08-29,Rams,,• Jake Stoneburner,waived
25,2016-08-29,Rams,,• Jeff Overbaugh,waived
1,2016-08-29,Rams,,• Jordan Swindle,waived
2,2016-08-29,Rams,,• Marquez North,waived-injured
3,2016-08-29,Rams,,• Mike Caputo,waived
4,2016-08-29,Rams,,• Quinton Coples,released
5,2016-08-29,Rams,,• Taylor Bertolet,waived
6,2016-08-29,Rams,,• Zach Colvin,waived
7,2016-08-29,Rams,,• Zach Laskey,waived-injured
8,2016-08-30,Rams,,• Benson Browne,released
9,2016-08-30,Rams,,• Brian Folkerts,released
10,2016-08-30,Rams,,• Darreon Herring,released
11,2016-08-30,Rams,,• David Richards (a),released
12,2016-08-30,Rams,,• Dylan Thompson,released
13,2016-08-30,Rams,,• Jake Stoneburner,released
14,2016-08-30,Rams,,• Jeff Overbaugh,released
15,2016-08-30,Rams,,• Jordan Lomax,waived
16,2016-08-30,Rams,,• Jordan Swindle,released
17,2016-08-30,Rams,,• Marquez North,placed on IR with undisclosed injury
18,2016-08-30,Rams,,• Mike Caputo,released
19,2016-08-30,Rams,,• Taylor Bertolet,released
20,2016-08-30,Rams,,• Zach Colvin,released
21,2016-08-30,Rams,,• Zach Laskey,placed on IR with undisclosed injury
22,2016-08-31,Rams,,• Jordan Lomax,released
23,2016-09-03,Rams,,• Aaron Green,waived
24,2016-09-03,Rams,,• Akeem Ayers,released
25,2016-09-03,Rams,,• Austin Hill,waived
1,2016-09-03,Rams,,• Brandon Chubb,waived
2,2016-09-03,Rams,,• Cam Thomas (a),released
3,2016-09-03,Rams,,• Cameron Lynch,waived
4,2016-09-03,Rams,,• Christian Bryant,waived
5,2016-09-03,Rams,,• D'haquille Williams / Duke Williams (b),waived
6,2016-09-03,Rams,,• Darrell Williams (b. 1993-08-03),placed on IR with undisclosed injury
7,2016-09-03,Rams,,• Eric Kush,waived
8,2016-09-03,Rams,,• Garrett Reynolds,placed on IR with undisclosed injury
9,2016-09-03,Rams,,• Ian Seau,waived
10,2016-09-03,Rams,,• Isaiah Battle,waived
11,2016-09-03,Rams,,• Jabriel Washington,waived
12,2016-09-03,Rams,,• Jordan Kovacs,waived
13,2016-09-03,Rams,,• Justice Cunningham,waived
14,2016-09-03,Rams,,• Marcus Roberson (b),waived
15,2016-09-03,Rams,,• Mike Jordan (b),waived
16,2016-09-03,Rams,,• Morgan Fox,waived
17,2016-09-03,Rams,,• Paul McRoberts,waived
18,2016-09-03,Rams,,• Rohan Gaines,waived
19,2016-09-03,Rams,,• Terrence Magee,waived
20,2016-09-04,Rams,,• Aaron Green,released
21,2016-09-04,Rams,,• Austin Hill,released
22,2016-09-04,Rams,,• Brandon Chubb,released
23,2016-09-04,Rams,,• Cameron Lynch,released
24,2016-09-04,Rams,,• Christian Bryant,released
25,2016-09-04,Rams,,• D'haquille Williams / Duke Williams (b),released
1,2016-09-04,Rams,,• Ian Seau,released
2,2016-09-04,Rams,,• Isaiah Battle,released
3,2016-09-04,Rams,,• Jabriel Washington,released
4,2016-09-04,Rams,,• Jordan Kovacs,released
5,2016-09-04,Rams,,• Justice Cunningham,released
6,2016-09-04,Rams,,• Marcus Roberson (b),released
7,2016-09-04,Rams,,• Mike Jordan (b),released
8,2016-09-04,Rams,,• Morgan Fox,released
9,2016-09-04,Rams,,• Paul McRoberts,released
10,2016-09-04,Rams,,• Rohan Gaines,released
11,2016-09-04,Rams,,• Terrence Magee,released
12,2016-09-04,Rams,• Aaron Green,,signed free agent to practice squad
13,2016-09-04,Rams,• Brandon Chubb,,signed free agent to practice squad
14,2016-09-04,Rams,• Isaiah Battle,,signed free agent to practice squad
15,2016-09-04,Rams,• Mike Jordan (b),,signed free agent to practice squad
16,2016-09-04,Rams,• Morgan Fox,,signed free agent to practice squad
17,2016-09-04,Rams,• Paul McRoberts,,signed free agent to practice squad
18,2016-09-04,Rams,• Terrence Magee,,signed free agent to practice squad
19,2016-09-05,Rams,• Blake Countess,,signed free agent to practice squad
20,2016-09-05,Rams,• Isaiah Johnson (Nathan),,signed free agent to practice squad
21,2016-09-06,Rams,,• David Arkin,released
22,2016-09-06,Rams,• Bryce Williams,,signed free agent to practice squad
23,2016-09-06,Rams,• Cam Thomas (a),,signed free agent
24,2016-09-08,Rams,,• Nicholas Grigsby,waived
25,2016-09-08,Rams,,• Terrence Magee,released from practice squad
1,2016-09-08,Rams,• David Arkin,,signed free agent to practice squad
2,2016-09-08,Rams,• Steve Williams (Dwain),,signed free agent
3,2016-09-09,Rams,,• Nicholas Grigsby,released
4,2016-09-09,Rams,• Garrett Reynolds,,activated from IR
5,2016-09-09,Rams,,• Garrett Reynolds,released (injury settlement)
6,2016-09-10,Rams,,• E.J. Gaines,thigh injury (out)
7,2016-09-10,Rams,,• Nelson Spruce,knee injury (out)
8,2016-09-10,Rams,,• Pharoh Cooper,shoulder injury (out)
9,2016-09-12,Rams,,• Brandon Chubb,released from practice squad
10,2016-09-12,Rams,• Nicholas Grigsby,,signed free agent to practice squad
11,2016-09-13,Rams,• Michael Brockers,,re-signed to a 3-year contract extension through 2019
12,2016-09-16,Rams,,• E.J. Gaines,thigh injury (out)
13,2016-09-16,Rams,,• Nelson Spruce,knee injury (out)
14,2016-09-24,Rams,,• Steve Williams (Dwain),waived
15,2016-09-24,Rams,• Isaiah Johnson (Nathan),,signed from practice squad to active roster
16,2016-09-26,Rams,,• Steve Williams (Dwain),released
17,2016-09-27,Rams,• Lynden Trail,,signed free agent to practice squad
18,2016-09-28,Rams,,• Isaiah Johnson (Nathan),waived
19,2016-09-28,Rams,• Lynden Trail,,signed from practice squad to active roster
20,2016-09-28,Rams,• Marqui Christian,,claimed off waivers (from Cardinals)
21,2016-09-29,Rams,,• Isaiah Johnson (Nathan),released
22,2016-10-01,Rams,,• Lynden Trail,released from practice squad
23,2016-10-01,Rams,• Isaiah Johnson (Nathan),,signed free agent to practice squad
24,2016-10-08,Rams,,• Coty Sensabaugh,released
25,2016-10-08,Rams,• Morgan Fox,,signed from practice squad to active roster
1,2016-10-11,Rams,,• Morgan Fox,waived
2,2016-10-11,Rams,• Dwayne Gratz,,claimed off waivers (from Jaguars)
3,2016-10-12,Rams,,• Morgan Fox,released
4,2016-10-13,Rams,• Morgan Fox,,signed free agent to practice squad
5,2016-10-14,Rams,,• Trumaine Johnson (Monte),ankle injury (out)
6,2016-10-21,Rams,,• Michael Brockers,thigh injury (out)
7,2016-10-21,Rams,,• Trumaine Johnson (Monte),ankle injury (out)
8,2016-11-04,Rams,,• Nelson Spruce,calf injury (out)
