,0,1,2
9158,Panthers,Vikings,2006
9159,Commanders,Packers,2005
9160,Packers,Panthers,2005
9161,Panthers,Chiefs,2006
9162,Bengals,Rams,2001
9163,Patriots,Texans,2002
9164,Eagles,Panthers,2002
9165,Cowboys,Seahawks,2015
9166,Seahawks,Cowboys,2016
9167,Cowboys,Raiders,2019
9168,Raiders,Titans,2019
9169,Raiders,49ers,2016
9170,49ers,Browns,2018
9171,Bears,Buccaneers,2009
9172,Buccaneers,Bears,2010
9173,Ravens,Raiders,2002
9174,Chargers,Raiders,2021
9175,Raiders,Falcons,2004
9176,Ravens,49ers,2006
9177,Eagles,Cardinals,2007
9178,Cardinals,Titans,2009
9179,Titans,Rams,2011
9180,Texans,Eagles,2023
9181,Rams,Titans,2019
9182,Titans,Bills,2022
9183,Steelers,Seahawks,2005
9184,Seahawks,Steelers,2006
9185,Steelers,Cardinals,2007
9186,Chargers,Patriots,2003
9187,Bengals,Falcons,2002
9188,Chiefs,Raiders,2015
9189,Raiders,Cardinals,2021
9190,Rams,Eagles,2016
9191,Eagles,Colts,2022
9192,Colts,Browns,2023
9193,Commanders,Raiders,2001
9194,Raiders,Panthers,2002
9195,Browns,Vikings,2014
9196,Vikings,Browns,2014
9197,Titans,Falcons,2001
9198,Falcons,Browns,2001
9199,Cardinals,Colts,2022
9200,Colts,Cardinals,2022
9201,49ers,Dolphins,1999
9202,Dolphins,Titans,1999
9203,Rams,Buccaneers,2012
9204,Chargers,Bengals,2003
9205,Rams,Chiefs,2013
9206,Rams,Raiders,2001
9207,Raiders,Buccaneers,2003
9208,Buccaneers,Raiders,2004
9209,Raiders,Rams,2005
9210,Raiders,Cowboys,2014
9211,Saints,Panthers,2014
9212,Panthers,Saints,2016
9213,Giants,Browns,2000
9214,Browns,Buccaneers,2002
9215,Buccaneers,Chargers,2004
9216,Jets,Patriots,2001
9217,Patriots,Giants,2005
9218,Giants,Lions,2018
9219,Rams,Lions,2012
9220,Lions,Raiders,2012
9221,Bills,Eagles,2016
9222,Giants,Broncos,2005
9223,Broncos,Texans,2006
9224,Bills,Chiefs,2006
9225,Chiefs,Panthers,2012
9226,Raiders,Seahawks,2011
9227,Panthers,Seahawks,2012
9228,Seahawks,Panthers,2012
9229,Seahawks,Chiefs,2013
9230,Lions,Falcons,2000
9231,Giants,49ers,2002
9232,49ers,Raiders,2004
9233,Buccaneers,Commanders,2003
9234,Cowboys,Texans,2021
9235,49ers,Jets,2021
9236,Bills,Eagles,2017
9237,Eagles,Commanders,2020
9238,Commanders,Broncos,2021
9239,Broncos,Ravens,2023
9240,49ers,Broncos,2009
9241,Broncos,Panthers,2011
9242,Falcons,Dolphins,2004
9243,Buccaneers,Chiefs,2022
9244,Cowboys,Broncos,2017
9245,Jets,Colts,2017
9246,Cardinals,Saints,2005
9247,Chargers,Raiders,2003
9248,Falcons,Vikings,2002
9249,Dolphins,Eagles,2011
9250,Eagles,Chargers,2012
9251,Chargers,Texans,2014
9252,Jaguars,Browns,2020
9253,49ers,Falcons,2005
9254,Broncos,Chargers,2016
9255,Chargers,Vikings,2016
9256,Buccaneers,Vikings,2006
9257,Bears,Browns,2003
9258,Jets,Chiefs,2012
9259,Chiefs,Titans,2013
9260,Bears,Ravens,2022
9261,Bills,Buccaneers,2012
9262,Bears,Patriots,2003
9263,Texans,Vikings,2022
9264,Bills,Steelers,2015
9265,Steelers,Giants,2017
9266,Giants,Panthers,2019
9267,Panthers,Buccaneers,2020
9268,Giants,Cardinals,2004
9269,Cardinals,Vikings,2006
9270,Vikings,Cardinals,2007
9271,Commanders,Eagles,2020
9272,Eagles,Lions,2022
9273,Chiefs,Colts,2017
9274,Colts,Jets,2020
9275,Cardinals,Lions,2021
9276,Jets,Cardinals,2021
9277,Commanders,Cowboys,2002
9278,Cowboys,Bills,2003
9279,Bills,Patriots,2005
9280,Patriots,Steelers,2014
9281,Packers,Browns,2001
9282,Browns,Lions,2006
9283,Browns,Packers,1999
9284,Packers,Vikings,2000
9285,Commanders,Raiders,2015
9286,Steelers,Seahawks,2009
9287,Texans,Cardinals,2023
9288,Packers,Texans,2006
9289,Texans,Bengals,2007
9290,Buccaneers,Jaguars,2013
9291,Jaguars,Chiefs,2017
9292,Bears,Jaguars,2021
9293,Cowboys,Lions,2008
9294,Lions,Cowboys,2008
9295,Cowboys,Bengals,2009
9296,Lions,Cowboys,2009
9297,Cowboys,Bears,2011
9298,Panthers,Texans,2021
9299,Broncos,Panthers,2021
9300,Texans,Rams,2023
9301,Titans,Commanders,2010
9302,Bills,Bears,2004
9303,Bengals,Lions,2008
9304,Cardinals,Eagles,2019
9305,Eagles,Jaguars,2021
9306,Jaguars,Packers,2022
9307,Buccaneers,Patriots,2002
9308,Patriots,Broncos,2009
9309,Broncos,Chiefs,2012
9310,Bengals,Bills,2018
9311,Bears,Cardinals,2000
9312,Cardinals,Seahawks,2006
9313,Seahawks,Giants,2007
9314,Falcons,Buccaneers,2022
9315,Raiders,Packers,2000
9316,Seahawks,Broncos,2016
9317,Broncos,Chargers,2017
9318,Chargers,Panthers,2020
9319,Buccaneers,Panthers,2017
9320,Panthers,Giants,2018
9321,Seahawks,Broncos,2022
9322,Packers,Rams,2009
9323,Rams,Seahawks,2010
9324,Seahawks,Bills,2011
9325,Patriots,Falcons,2019
9326,Colts,Titans,2020
9327,Falcons,Colts,2020
9328,Commanders,Steelers,2022
9329,Bears,Buccaneers,2002
9330,Broncos,Jets,2016
9331,Giants,Commanders,2004
9332,Commanders,Steelers,2006
9333,Steelers,Commanders,2014
9334,Giants,Vikings,2020
9335,Vikings,Saints,2023
9336,Vikings,Dolphins,2011
9337,Dolphins,Cowboys,2012
9338,Jaguars,Cowboys,2016
9339,Cowboys,Bills,2017
9340,Panthers,49ers,2018
9341,Bills,Texans,2010
9342,Rams,Bengals,2007
9343,Bengals,Bills,2009
9344,Bills,Titans,2013
9345,Titans,Texans,2014
9346,Texans,Jets,2015
9347,Jets,Buccaneers,2017
9348,Buccaneers,Dolphins,2019
9349,Dolphins,Commanders,2021
9350,Cowboys,Titans,2007
9351,Titans,Jets,2009
9352,Bengals,Saints,2020
9353,Packers,Commanders,2012
9354,Commanders,Packers,2012
9355,Commanders,Colts,2018
9356,Colts,Raiders,2019
9357,Texans,Jets,2019
9358,Jets,Bears,2022
9359,Bears,Bills,2015
9360,Bills,Chargers,2019
9361,Seahawks,Cowboys,2006
9362,Broncos,Texans,2012
9363,Texans,Chiefs,2014
9364,Chiefs,Broncos,2015
9365,Broncos,Steelers,2016
9366,Bengals,Colts,2018
9367,Patriots,Titans,2021
9368,Ravens,Buccaneers,2018
9369,Panthers,Jets,2019
9370,Commanders,Eagles,2021
9371,Chargers,Packers,2007
9372,Browns,Giants,2004
9373,Chargers,Cowboys,2001
9374,Dolphins,Eagles,2019
9375,Bills,Colts,2019
9376,Colts,Dolphins,2019
9377,Eagles,Giants,2020
9378,Colts,Chiefs,2010
9379,Cardinals,Colts,2015
9380,Packers,Vikings,2006
9381,Vikings,Seahawks,2012
9382,Patriots,Texans,2014
9383,Texans,Ravens,2015
9384,Ravens,Texans,2015
9385,Texans,Ravens,2016
9386,Chargers,Eagles,2015
9387,Steelers,Broncos,2009
9388,Browns,Cowboys,2000
9389,Cowboys,Chargers,2001
9390,Chargers,Broncos,2003
9391,Eagles,Texans,2008
9392,Steelers,Giants,2013
9393,Giants,Bears,2014
9394,Falcons,Seahawks,2019
9395,Seahawks,Buccaneers,2023
9396,Buccaneers,Lions,2008
9397,Bills,Rams,2009
9398,Rams,Chargers,2010
9399,Cowboys,Jaguars,2000
9400,Jaguars,Bills,2003
9401,Patriots,Chiefs,2009
9402,Raiders,Giants,2017
9403,Giants,Colts,2001
9404,Rams,Packers,2006
9405,Packers,Texans,2014
9406,Commanders,Seahawks,2008
9407,Seahawks,Commanders,2008
9408,Jets,Cardinals,2016
9409,Cardinals,Vikings,2017
9410,Raiders,Jets,2006
9411,Cowboys,Buccaneers,2016
9412,Lions,Panthers,2021
9413,Titans,Lions,2021
9414,Eagles,Texans,2002
9415,Browns,Cowboys,2016
9416,Chiefs,Buccaneers,2007
9417,Buccaneers,Chargers,2021
9418,Chargers,Buccaneers,2022
9419,Dolphins,Jets,2013
9420,Chiefs,Titans,2014
9421,Titans,Buccaneers,2020
9422,Cowboys,Steelers,2018
9423,Dolphins,Titans,2019
9424,Browns,Packers,2014
9425,Packers,Browns,2014
9426,Broncos,Commanders,2010
9427,Commanders,Giants,2012
9428,Rams,Browns,2002
9429,Patriots,Panthers,2016
9430,Bears,Packers,2000
9431,Cardinals,Commanders,2021
9432,Commanders,Panthers,2021
9433,Jets,Texans,2002
9434,Texans,Cowboys,2003
9435,Jets,Chiefs,2015
9436,Buccaneers,Browns,2010
9437,Browns,Buccaneers,2010
9438,Buccaneers,Chiefs,2011
9439,Dolphins,Texans,2006
9440,Texans,Giants,2010
9441,Cowboys,49ers,2021
9442,49ers,Lions,2021
9443,Cardinals,Bears,2015
9444,Bears,Buccaneers,2019
9445,Seahawks,Ravens,2000
9446,Ravens,Raiders,2002
9447,Raiders,Bills,2003
9448,Bills,Bengals,2006
9449,Bengals,Broncos,2007
9450,Bills,Patriots,2008
9451,Patriots,Browns,2010
9452,Packers,Chiefs,2016
9453,Chiefs,Saints,2016
9454,Rams,Eagles,2015
9455,Eagles,Vikings,2016
9456,Vikings,Cardinals,2018
9457,Bills,Jets,2002
9458,Jets,Vikings,2005
9459,Jets,Panthers,2021
9460,Panthers,49ers,2023
9461,Rams,Jets,2019
9462,Giants,Jets,2002
9463,Bills,Ravens,2000
9464,Ravens,Bills,2003
9465,Cowboys,Bears,2011
9466,Bears,Browns,2022
9467,Dolphins,Giants,2006
9468,Lions,Broncos,2020
9469,Broncos,Bills,2022
9470,Bears,Ravens,2023
9471,Broncos,Cowboys,2008
9472,Buccaneers,Commanders,2009
9473,Cowboys,Buccaneers,2009
9474,Bills,Chargers,2001
9475,Chargers,Falcons,2002
9476,Packers,Rams,2018
9477,Rams,Titans,2020
9478,Raiders,Colts,2000
9479,Cowboys,Bills,2011
9480,Bills,Jaguars,2013
9481,Jaguars,Dolphins,2016
9482,Dolphins,49ers,2019
9483,49ers,Raiders,2020
9484,Bengals,Dolphins,2019
9485,Commanders,Bengals,2019
9486,Dolphins,Bengals,2020
9487,Bengals,Broncos,2023
9488,Titans,Ravens,2005
9489,Packers,Texans,2006
9490,Dolphins,Texans,2007
9491,Texans,Dolphins,2007
9492,Texans,Rams,2008
9493,Steelers,Browns,2017
9494,Browns,Texans,2018
9495,Lions,Titans,2013
9496,Chargers,49ers,2006
9497,49ers,Buccaneers,2007
9498,Saints,Dolphins,2003
9499,Dolphins,Chiefs,2005
9500,Chiefs,Jaguars,2007
9501,Jaguars,Giants,2008
9502,Bills,Dolphins,2004
9503,Dolphins,Patriots,2007
9504,Patriots,Cowboys,2011
9505,Dolphins,Bills,2015
9506,Bills,Rams,2017
9507,Rams,Chiefs,2018
9508,Chiefs,Ravens,2021
9509,Packers,Ravens,2022
9510,Ravens,Packers,2022
9511,Chiefs,Ravens,2000
9512,Ravens,Chargers,2002
9513,Rams,49ers,2021
9514,49ers,Colts,2023
9515,Dolphins,Raiders,2009
9516,Raiders,Colts,2012
9517,Colts,Dolphins,2014
9518,Dolphins,Jets,2023
9519,Jets,Commanders,2005
9520,Steelers,Jets,2010
9521,Jets,Bears,2014
9522,Patriots,Browns,2008
9523,Saints,Jets,2020
9524,Eagles,Commanders,2011
9525,Chiefs,Broncos,2000
9526,Broncos,Commanders,2000
9527,Chargers,Bills,2010
9528,Bills,Cowboys,2010
9529,Cowboys,Bills,2011
9530,Bills,Patriots,2015
9531,Bengals,Rams,2002
9532,Jets,Browns,2001
9533,Browns,Buccaneers,2003
9534,Chiefs,Cowboys,2005
9535,Cowboys,Saints,2006
9536,Saints,Browns,2010
9537,Giants,Dolphins,2000
9538,Giants,49ers,2000
9539,49ers,Jets,2005
9540,Packers,Dolphins,2001
9541,Dolphins,Titans,2003
9542,Titans,Chargers,2005
9543,Buccaneers,Falcons,2023
9544,Ravens,Bengals,2000
9545,Steelers,Browns,2011
9546,Cardinals,Browns,2007
9547,Chargers,Texans,2022
9548,Browns,Bengals,2000
9549,Titans,Saints,2002
9550,Saints,Bears,2003
9551,Rams,Cowboys,2004
9552,Cowboys,Saints,2006
9553,Raiders,Panthers,2015
9554,Panthers,Giants,2018
9555,Titans,Jets,2013
9556,Jets,Browns,2014
9557,Browns,Buccaneers,2014
9558,Buccaneers,Browns,2015
9559,Packers,Colts,2016
9560,Chargers,Broncos,2003
9561,Packers,Rams,2012
9562,Eagles,Browns,2008
9563,Broncos,Patriots,2013
9564,Buccaneers,Seahawks,2016
9565,Patriots,Buccaneers,2016
9566,Seahawks,Buccaneers,2017
9567,Vikings,Giants,2005
9568,Bengals,Falcons,2003
9569,Chargers,Bears,2013
9570,Giants,Panthers,2021
9571,Eagles,Jaguars,2009
9572,Cardinals,Panthers,2011
9573,Jaguars,Cardinals,2011
9574,Panthers,Ravens,2012
9575,Chargers,Ravens,2020
9576,Bengals,Colts,2021
9577,Colts,Patriots,2021
9578,Steelers,Bengals,2021
9579,Seahawks,Jaguars,2001
9580,Panthers,Raiders,2003
9581,Falcons,Cardinals,2021
9582,Cardinals,Giants,2023
9583,Bears,Colts,2001
9584,Browns,Eagles,2009
9585,Eagles,Buccaneers,2010
9586,Eagles,Rams,2003
9587,Rams,Eagles,2005
9588,Cowboys,Chargers,2013
9589,Seahawks,Commanders,2011
9590,Commanders,Giants,2012
9591,Buccaneers,Steelers,2007
9592,Steelers,Buccaneers,2008
9593,Rams,Vikings,2019
9594,Buccaneers,Texans,2002
9595,Dolphins,Patriots,2003
9596,Texans,Dolphins,2003
9597,Seahawks,Chiefs,2013
9598,Chiefs,Chargers,2016
9599,Packers,Lions,2005
9600,Lions,Steelers,2008
9601,Bills,Rams,2000
9602,Rams,49ers,2002
9603,Patriots,Eagles,2001
9604,Eagles,Steelers,2004
9605,Steelers,Cardinals,2007
9606,Buccaneers,Titans,2023
9607,Bengals,Jaguars,2016
9608,Cowboys,Jets,2006
9609,49ers,Dolphins,2008
9610,Dolphins,Saints,2008
9611,Jets,49ers,2008
9612,Saints,Chiefs,2009
9613,Dolphins,Chiefs,2013
9614,Chiefs,Raiders,2016
9615,Steelers,Titans,2016
9616,Titans,Colts,2017
9617,Colts,Steelers,2017
9618,Falcons,Cardinals,2015
9619,Cardinals,Falcons,2016
9620,Bills,Texans,2018
9621,Raiders,Seahawks,2018
9622,Rams,Chargers,2022
9623,Bengals,Browns,1999
9624,Titans,Jaguars,2013
9625,Seahawks,Browns,2010
9626,Browns,Packers,2013
9627,Cardinals,Saints,2014
9628,Saints,Texans,2018
9629,Texans,Chargers,2021
9630,Bears,Dolphins,2017
9631,Dolphins,Bills,2019
9632,Bills,Titans,2020
9633,Patriots,Colts,2012
9634,Colts,Jaguars,2015
9635,Jaguars,Bills,2016
9636,Browns,Jaguars,2019
9637,Jaguars,Cardinals,2020
9638,Dolphins,Browns,2007
9639,Browns,Bills,2009
9640,Broncos,Colts,2011
9641,Jaguars,Texans,2002
9642,Raiders,Ravens,2019
9643,Ravens,Panthers,2020
9644,Texans,Titans,2006
9645,Titans,Raiders,2008
9646,Chargers,Panthers,2011
9647,Panthers,Chargers,2012
9648,Chargers,Eagles,2015
9649,Titans,Saints,2005
9650,Raiders,Seahawks,2018
9651,Seahawks,Chargers,2019
9652,Vikings,Seahawks,2018
9653,Seahawks,Vikings,2019
9654,Vikings,Broncos,2021
9655,Steelers,Bills,2017
9656,Bills,Broncos,2018
9657,Dolphins,Bills,2016
9658,Buccaneers,Colts,2009
9659,49ers,Buccaneers,2009
9660,Colts,49ers,2010
9661,49ers,Colts,1999
9662,Bears,Jets,2000
9663,Jets,Panthers,2002
9664,Raiders,Texans,2013
9665,Bears,Commanders,2002
9666,Commanders,Bills,2004
9667,Patriots,Giants,2015
9668,Falcons,Titans,2013
9669,Broncos,Ravens,2000
9670,Ravens,Broncos,2002
9671,Chargers,Ravens,2001
9672,Ravens,Jaguars,2003
9673,Texans,Jaguars,2007
9674,Jaguars,Texans,2007
9675,Texans,Browns,2008
9676,Dolphins,Bengals,2020
9677,Bengals,Commanders,2021
9678,Bills,Dolphins,2020
9679,Dolphins,Jets,2021
9680,Jets,Bills,2022
9681,Patriots,Buccaneers,2022
9682,Buccaneers,Texans,2023
9683,Broncos,Buccaneers,2019
9684,Seahawks,Jaguars,2021
9685,Jaguars,Texans,2023
9686,Chargers,Ravens,2015
9687,Ravens,Bills,2017
9688,Bills,Texans,2018
9689,Titans,Jets,2020
9690,Jets,Saints,2021
9691,Saints,Titans,2021
9692,Falcons,Jets,2021
9693,Seahawks,Commanders,2008
9694,Lions,Packers,2006
9695,Cowboys,Lions,2012
9696,Lions,Texans,2009
9697,Chiefs,Ravens,2013
9698,Ravens,Bears,2014
9699,Bears,Browns,2014
9700,Browns,Chargers,2014
9701,49ers,Browns,2015
9702,Chargers,49ers,2015
9703,Browns,49ers,2016
9704,Jets,Patriots,2011
9705,Vikings,49ers,2007
9706,49ers,Lions,2010
9707,Lions,Rams,2014
9708,Rams,Vikings,2015
9709,Buccaneers,Cardinals,2004
9710,Rams,Lions,2007
9711,Lions,Steelers,2009
9712,Browns,Giants,2004
9713,Chargers,Broncos,2013
9714,Broncos,Colts,2014
9715,Colts,Titans,2014
9716,Eagles,Vikings,2013
9717,Vikings,Colts,2015
9718,Colts,Vikings,2015
9719,Lions,Browns,2008
9720,Browns,Saints,2011
9721,Saints,Giants,2013
9722,Bengals,Saints,2004
9723,Saints,Bengals,2005
9724,Bengals,Browns,2007
9725,Browns,Bengals,2009
9726,Bengals,Chiefs,2010
9727,Chiefs,Titans,2011
9728,Titans,Chiefs,2012
9729,Commanders,Cowboys,2006
9730,Cowboys,Commanders,2006
9731,Cowboys,Commanders,2007
9732,Commanders,Cowboys,2009
9733,Cowboys,Steelers,2010
9734,Giants,Panthers,2006
9735,Eagles,Giants,2010
9736,Commanders,Eagles,2002
9737,Eagles,Chiefs,2003
9738,Chiefs,Eagles,2006
9739,Eagles,Texans,2007
9740,Bills,Lions,2003
9741,Patriots,Falcons,2000
9742,Falcons,Lions,2003
9743,Browns,Commanders,2014
9744,Bills,Bengals,2013
9745,Bengals,Bills,2013
9746,Bills,Chargers,2002
9747,Seahawks,Commanders,2004
9748,Commanders,Patriots,2009
9749,Bengals,Falcons,2021
9750,Dolphins,Bears,2000
9751,Bears,Dolphins,2001
9752,Chargers,Bills,2011
9753,49ers,Raiders,2012
9754,Bills,Panthers,2002
9755,Panthers,Bengals,2003
9756,Bengals,Giants,2010
9757,Giants,Patriots,2010
9758,Dolphins,Ravens,2011
9759,Patriots,Dolphins,2011
9760,Ravens,Texans,2012
9761,Texans,Saints,2013
9762,Saints,Falcons,2015
9763,Bears,Patriots,2016
9764,Raiders,Broncos,2017
9765,Broncos,Seahawks,2022
9766,Seahawks,Browns,2023
9767,Eagles,Browns,2010
9768,Jaguars,49ers,2017
9769,49ers,Jaguars,2017
9770,Jaguars,49ers,2018
9771,49ers,Colts,2020
9772,Colts,Browns,2021
9773,Colts,Ravens,2016
9774,Saints,Jets,2021
9775,Jets,Texans,2023
9776,Jets,Seahawks,2017
9777,Seahawks,Vikings,2018
9778,Vikings,Browns,2019
9779,Browns,Vikings,2021
9780,Dolphins,Jets,2021
9781,Browns,Dolphins,2021
9782,Rams,Dolphins,2014
9783,Texans,Bears,2012
9784,Panthers,Jaguars,2014
9785,Jaguars,Bears,2015
9786,Raiders,Patriots,2019
9787,Texans,Broncos,2015
9788,Broncos,Saints,2016
9789,Jets,Titans,2013
9790,Raiders,Bears,2004
9791,Saints,Panthers,2023
9792,Jaguars,Colts,2002
9793,Falcons,Raiders,2003
9794,Raiders,Falcons,2004
9795,Falcons,Saints,2005
9796,Eagles,Jaguars,2020
9797,Jaguars,Seahawks,2021
9798,Raiders,Seahawks,2022
9799,Seahawks,Raiders,2022
9800,Vikings,Seahawks,2011
9801,Bengals,Chargers,2009
9802,Cardinals,Buccaneers,2001
9803,Broncos,Colts,2007
9804,Buccaneers,Broncos,2007
9805,Cowboys,Chargers,2023
9806,Browns,Falcons,2008
9807,Raiders,Colts,2015
9808,Colts,Cardinals,2016
9809,Cardinals,Colts,2016
9810,Panthers,Broncos,2013
9811,Broncos,Panthers,2013
9812,Panthers,Browns,2014
9813,Commanders,Titans,2001
9814,Cowboys,Bengals,2007
9815,Bengals,Saints,2008
9816,Raiders,Jaguars,2010
9817,Cowboys,Chargers,2003
9818,Buccaneers,Cardinals,2014
9819,49ers,Raiders,2021
9820,Raiders,Jets,2022
9821,Patriots,Rams,2021
9822,Rams,Chargers,2022
9823,Ravens,Dolphins,2001
9824,Dolphins,Saints,2002
9825,Lions,Packers,2010
9826,Packers,Lions,2010
9827,Vikings,Bills,2008
9828,Browns,Bears,2015
9829,Broncos,Buccaneers,2013
9830,Commanders,Jets,2018
9831,Jets,Bills,2019
9832,Giants,Dolphins,2015
9833,Dolphins,Panthers,2017
9834,Chargers,Giants,2018
9835,Seahawks,Chiefs,2015
9836,Browns,Vikings,2001
9837,Jaguars,Texans,2003
9838,Bengals,Eagles,2009
9839,Eagles,Seahawks,2010
9840,Seahawks,Giants,2011
9841,Vikings,Giants,2018
9842,Giants,Vikings,2018
9843,Raiders,Commanders,2017
9844,Commanders,Panthers,2019
9845,Panthers,Cardinals,2020
9846,Browns,Vikings,1999
9847,Vikings,Browns,2000
9848,Browns,Vikings,2001
9849,Vikings,Jaguars,2002
9850,Titans,Texans,2010
9851,Chiefs,Texans,2012
9852,Raiders,Chiefs,2012
9853,Eagles,Colts,2013
9854,Saints,Ravens,2017
9855,Panthers,Texans,2008
9856,Dolphins,Eagles,2000
9857,Eagles,Bears,2001
9858,Bears,Falcons,2004
9859,Falcons,Giants,2015
9860,Panthers,Bills,2018
9861,Bills,Lions,2016
9862,Steelers,Lions,2010
9863,Raiders,Jaguars,2015
9864,Jaguars,Eagles,2016
9865,Eagles,Chiefs,2019
9866,Chiefs,Steelers,2020
9867,Vikings,Bills,2020
9868,Commanders,Chargers,2002
9869,Chargers,Lions,2004
9870,Lions,Broncos,2005
9871,Texans,Chargers,2019
9872,Chargers,Cardinals,2022
9873,Cowboys,Commanders,2011
9874,Commanders,Jets,2015
9875,Vikings,Jaguars,2013
9876,Commanders,Panthers,2003
9877,Panthers,Rams,2006
9878,Patriots,Titans,2020
9879,Ravens,Broncos,2010
9880,Broncos,Seahawks,2011
9881,Seahawks,Bills,2017
9882,Bills,Jaguars,2020
9883,Bears,Commanders,2015
9884,Commanders,Browns,2016
9885,Browns,Cowboys,2017
9886,Cowboys,Lions,2006
9887,Chargers,Seahawks,2014
9888,Eagles,Patriots,2007
9889,Cardinals,Patriots,2008
9890,Patriots,Cardinals,2008
9891,Patriots,Cardinals,2009
9892,Cardinals,Rams,2011
9893,Rams,Jaguars,2012
9894,Seahawks,Panthers,2021
9895,Lions,Rams,2004
9896,Titans,Lions,2011
9897,Lions,Eagles,2016
9898,Vikings,Panthers,2020
9899,Broncos,Vikings,2021
9900,Panthers,Broncos,2021
9901,Cardinals,Jaguars,2013
9902,Jaguars,Seahawks,2013
9903,Bills,Patriots,2017
9904,Patriots,Panthers,2021
9905,Panthers,Colts,2022
9906,Colts,Cowboys,2023
9907,Commanders,Raiders,2011
9908,Saints,Dolphins,2017
9909,Dolphins,Saints,2019
9910,Falcons,Buccaneers,2021
9911,Patriots,Cowboys,2012
9912,Cowboys,Patriots,2012
9913,Patriots,Cowboys,2013
9914,Cowboys,Buccaneers,2015
9915,Buccaneers,Saints,2016
9916,Patriots,Jets,2015
9917,Jets,Falcons,2016
9918,Falcons,Steelers,2017
9919,Patriots,Commanders,2014
9920,Panthers,Broncos,2002
9921,Cardinals,Chiefs,2011
9922,Bengals,Cardinals,2001
9923,Cardinals,49ers,2004
9924,Broncos,Buccaneers,2009
9925,Bills,Chargers,2001
9926,Chargers,Giants,2004
9927,Bears,Giants,2006
9928,Eagles,Rams,2000
9929,Bengals,Texans,2003
9930,Texans,Chargers,2004
9931,Chargers,Patriots,2012
9932,Chargers,Browns,2002
9933,Broncos,Falcons,2004
9934,Seahawks,Vikings,2006
9935,Vikings,Titans,2012
9936,Patriots,Saints,2001
9937,Bills,49ers,2014
9938,49ers,Chargers,2015
9939,Jaguars,Broncos,2000
9940,Broncos,Jaguars,2000
9941,Chiefs,Bears,2013
9942,Bears,Patriots,2014
9943,Eagles,Chiefs,2000
9944,Chiefs,Jets,2001
9945,Jets,Patriots,2002
9946,Patriots,Texans,2003
9947,Texans,Vikings,2004
9948,Colts,Texans,2002
9949,Steelers,Jets,2016
9950,Buccaneers,Jets,2020
9951,Jets,Buccaneers,2020
9952,Jets,Buccaneers,2021
9953,Titans,Ravens,2006
9954,Cowboys,Browns,2010
9955,Colts,Eagles,2004
9956,Texans,Dolphins,2011
9957,Dolphins,Texans,2011
9958,Giants,Eagles,2011
9959,Eagles,Rams,2012
9960,Panthers,Ravens,2014
9961,Panthers,Chargers,2000
9962,Seahawks,Browns,2010
9963,Browns,Eagles,2012
9964,Eagles,Jaguars,2012
9965,Jaguars,Broncos,2013
9966,Saints,Chiefs,2008
9967,Chiefs,Jaguars,2008
9968,Jaguars,Saints,2008
9969,Saints,Jets,2009
9970,Jets,Giants,2011
9971,Giants,Jets,2015
9972,Buccaneers,Jets,2002
9973,Chargers,Rams,2016
9974,Browns,Jaguars,2001
9975,Rams,Falcons,2013
9976,Falcons,Patriots,2015
9977,Broncos,Titans,2015
9978,Titans,Steelers,2016
9979,Ravens,Steelers,2017
9980,Steelers,Ravens,2017
9981,Buccaneers,Eagles,2016
9982,Eagles,Falcons,2018
9983,Falcons,Ravens,2022
9984,Chiefs,Steelers,2019
9985,Steelers,Eagles,2021
9986,Eagles,Texans,2022
9987,Dolphins,Cowboys,2020
9988,Cowboys,Giants,2021
9989,Commanders,Steelers,2021
9990,Seahawks,Chiefs,2017
9991,Raiders,Colts,2011
9992,Colts,Giants,2012
9993,Eagles,Cardinals,2011
9994,Lions,Dolphins,2005
9995,Dolphins,Jaguars,2006
9996,Ravens,Lions,2000
9997,Vikings,Chargers,2020
9998,Chargers,Falcons,2023
9999,Raiders,Lions,2008
10000,Commanders,Broncos,2018
10001,Broncos,Titans,2017
10002,Dolphins,Lions,2018
10003,Titans,Dolphins,2018
10004,Lions,Chargers,2019
10005,Chargers,Broncos,2020
10006,Jets,Bills,2015
10007,Bills,Jets,2015
10008,Jets,Chiefs,2016
10009,Raiders,Browns,2018
10010,Browns,Colts,2020
10011,Colts,Panthers,2022
10012,Vikings,Commanders,2017
10013,Commanders,Raiders,2018
10014,Falcons,Commanders,2006
10015,Commanders,Lions,2007
10016,Lions,Seahawks,2008
10017,Eagles,Bears,2023
10018,Bills,Jets,2014
10019,Jets,Saints,2015
10020,Colts,Panthers,2019
10021,Panthers,Saints,2019
10022,Saints,Falcons,2020
10023,Falcons,Texans,2021
10024,Jaguars,Dolphins,2014
10025,Lions,Vikings,2022
10026,Giants,Jets,2005
10027,Bengals,Seahawks,2009
10028,Seahawks,Ravens,2010
10029,Ravens,Raiders,2011
10030,Falcons,Chiefs,2008
10031,Lions,Giants,2019
10032,Packers,Lions,2017
10033,Cardinals,Buccaneers,2019
10034,Rams,Dolphins,2017
10035,Jaguars,Packers,2003
10036,Packers,Ravens,2003
10037,Ravens,Saints,2005
10038,Saints,49ers,2006
10039,Browns,Broncos,2014
10040,Broncos,Buccaneers,2017
10041,Texans,Falcons,2014
10042,Falcons,Texans,2015
10043,Texans,Dolphins,2016
10044,Dolphins,Texans,2017
10045,Jaguars,Bills,2019
