,Year,Player,Team,G,College,BirthDate
16,2023,Luke Goedeke,Buccaneers,5,"Wisconsin–Stevens Point,Central Michigan",11/21/1998
17,2023,Mike Greene,Buccaneers,5,James Madison,5/3/1999
18,2023,Robert Hainsey,Buccaneers,5,Notre Dame,8/12/1998
19,2023,Logan Hall,Buccaneers,5,Houston,4/22/2000
20,2023,Josh Hayes,Buccaneers,5,"North Dakota St.,Virginia,Kansas St.",4/24/1999
21,2023,Christian Izien,Buccaneers,5,Rutgers,6/8/2000
22,2023,Rakim Jarrett,Buccaneers,5,Maryland,1/24/2001
23,2023,Calijah Kancey,Buccaneers,2,Pittsburgh,3/1/2001
24,2023,Ko Kieft,Buccaneers,5,Minnesota,1/20/1998
25,2023,Nick Leverett,Buccaneers,0,Rice,1/11/1997
26,2023,Cody Mauch,Buccaneers,5,North Dakota St.,1/15/1999
27,2023,Baker Mayfield,Buccaneers,5,Oklahoma,4/14/1995
28,2023,Zyon McCollum,Buccaneers,5,Sam Houston St.,5/3/1999
29,2023,Chase McLaughlin,Buccaneers,5,Illinois,4/9/1996
30,2023,Kaevon Merriweather,Buccaneers,5,Iowa,12/20/1999
31,2023,Ryan Neal,Buccaneers,5,Southern Illinois,12/24/1995
32,2023,Anthony Nelson,Buccaneers,4,Iowa,3/4/1997
33,2023,Pat O'Connor,Buccaneers,3,East. Michigan,11/1/1993
34,2023,Cade Otton,Buccaneers,5,Washington,4/15/1999
35,2023,Trey Palmer,Buccaneers,5,"LSU,Nebraska",4/2/2001
36,2023,Derrek Pitts,Buccaneers,2,"West Virginia,Marshall,North Carolina St.",8/8/1998
37,2023,Justin Skule,Buccaneers,5,Vanderbilt,11/23/1996
38,2023,Aaron Stinnie,Buccaneers,1,James Madison,2/18/1994
39,2023,Deven Thompkins,Buccaneers,5,Utah St.,12/23/1999
40,2023,Kyle Trask,Buccaneers,0,Florida,3/6/1998
41,2023,Zach Triner,Buccaneers,5,Assumption,1/30/1991
42,2023,Joe Tryon-Shoyinka,Buccaneers,5,Washington,4/30/1999
43,2023,Sean Tucker,Buccaneers,5,Syracuse,10/25/2001
44,2023,Ke'Shawn Vaughn,Buccaneers,3,"Illinois,Vanderbilt",5/4/1997
45,2023,Vita Vea,Buccaneers,5,Washington,2/5/1995
46,2023,Brandon Walton,Buccaneers,0,Florida Atlantic,3/18/1998
47,2023,Markees Watts,Buccaneers,0,Charlotte,12/7/1999
48,2023,David Wells,Buccaneers,4,San Diego St.,5/2/1995
49,2023,Devin White,Buccaneers,5,LSU,2/17/1998
50,2023,Rachaad White,Buccaneers,5,"Nebraska-Kearney,Mount San Antonio JC,Arizona St.",1/12/1999
51,2023,Antoine Winfield Jr.,Buccaneers,5,Minnesota,8/16/1998
52,2023,Tristan Wirfs,Buccaneers,5,Iowa,1/24/1999
53,2023,Chase Edmonds (IR),Buccaneers,2,Fordham,4/13/1996
54,2023,Russell Gage (IR),Buccaneers,0,LSU,1/22/1996
55,2023,Ryan Jensen (IR),Buccaneers,0,Colorado State-Pueblo,5/27/1991
56,2023,Team Total,Buccaneers,5,,
0,2023,Keenan Allen,Chargers,5,California,4/27/1992
1,2023,Zack Bailey,Chargers,0,South Carolina,11/8/1995
2,2023,Essang Bassey,Chargers,0,Wake Forest,8/12/1998
3,2023,Joey Bosa,Chargers,4,Ohio St.,7/11/1995
4,2023,Will Clapp,Chargers,5,LSU,12/10/1995
5,2023,Derius Davis,Chargers,5,TCU,9/11/2000
6,2023,Michael Davis,Chargers,5,BYU,1/6/1995
7,2023,Cameron Dicker,Chargers,5,Texas,5/6/2000
8,2023,Elijah Dotson,Chargers,4,"Sacramento St.,Northern Colorado",1/19/1999
9,2023,Austin Ekeler,Chargers,2,Western St. (CO),5/17/1995
10,2023,Gerald Everett,Chargers,5,South Alabama,6/25/1994
11,2023,Simi Fehoko,Chargers,1,Stanford,11/5/1997
12,2023,AJ Finley,Chargers,2,Mississippi,9/14/2001
13,2023,Morgan Fox,Chargers,5,Colorado State-Pueblo,9/12/1994
14,2023,Alohi Gilman,Chargers,3,"Navy,Notre Dame",9/17/1997
15,2023,Josh Harris,Chargers,5,Auburn,4/27/1989
16,2023,Jaylinn Hawkins,Chargers,0,California,8/25/1997
17,2023,Daiyan Henley,Chargers,3,"Nevada,Washington St.",11/18/1999
18,2023,Justin Herbert,Chargers,5,Oregon,3/10/1998
19,2023,Christopher Hinton,Chargers,0,Michigan,9/14/2000
20,2023,Brenden Jaimes,Chargers,2,Nebraska,5/28/1999
21,2023,Derwin James,Chargers,4,Florida St.,8/3/1996
22,2023,Austin Johnson,Chargers,5,Penn St.,5/8/1994
23,2023,Zion Johnson,Chargers,5,"Davidson,Boston Col.",11/18/1999
24,2023,Quentin Johnston,Chargers,5,TCU,9/6/2001
25,2023,Sebastian Joseph-Day,Chargers,5,Rutgers,3/21/1995
26,2023,Joshua Kelley,Chargers,5,"UC Davis,UCLA",11/20/1997
27,2023,Eric Kendricks,Chargers,3,UCLA,2/29/1992
28,2023,Deane Leonard,Chargers,3,"Calgary,Mississippi",11/20/1999
29,2023,Khalil Mack,Chargers,5,Buffalo,2/22/1991
30,2023,Dean Marlowe,Chargers,4,James Madison,7/25/1992
31,2023,Scott Matlock,Chargers,5,Boise St.,6/28/2000
32,2023,Jordan McFadden,Chargers,2,Clemson,11/16/1999
33,2023,Tre' McKitty,Chargers,5,"Florida St.,Georgia",1/12/1999
34,2023,Kenneth Murray,Chargers,5,Oklahoma,11/16/1998
35,2023,Tanner Muse,Chargers,5,Clemson,9/6/1996
36,2023,Nick Niemann,Chargers,5,Iowa,12/2/1997
37,2023,Amen Ogbongbemiga,Chargers,5,Oklahoma St.,9/4/1998
38,2023,Josh Palmer,Chargers,5,Tennessee,9/22/1999
39,2023,Donald Parham,Chargers,5,Stetson,8/16/1997
40,2023,Trey Pipkins,Chargers,5,Sioux Falls,9/5/1996
41,2023,Chris Rumph,Chargers,3,Duke,10/19/1998
42,2023,Jamaree Salyer,Chargers,5,Georgia,7/13/2000
43,2023,Asante Samuel Jr.,Chargers,5,Florida St.,10/3/1999
44,2023,Foster Sarell,Chargers,5,Stanford,8/28/1998
45,2023,JK Scott,Chargers,5,Alabama,10/30/1995
46,2023,Rashawn Slater,Chargers,5,Northwestern,3/26/1999
47,2023,Stone Smartt,Chargers,5,"Northern Arizona,Riverside CC,Old Dominion",10/4/1998
48,2023,Isaiah Spiller,Chargers,4,Texas A&M,8/9/2001
49,2023,Easton Stick,Chargers,0,North Dakota St.,9/15/1995
50,2023,Ja'Sir Taylor,Chargers,5,Wake Forest,1/8/1999
51,2023,Tuli Tuipulotu,Chargers,5,USC,9/3/2002
52,2023,Nick Williams,Chargers,5,Samford,2/21/1990
53,2023,Jalen Guyton (PUP),Chargers,0,North Texas,6/7/1997
54,2023,Otito Ogbonnia (PUP),Chargers,0,UCLA,12/3/2001
55,2023,Corey Linsley (NON),Chargers,3,Ohio St.,7/27/1991
56,2023,JT Woods (NON),Chargers,3,Baylor,6/10/2000
57,2023,Raheem Layne (IR),Chargers,5,Indiana,7/2/1999
58,2023,Andrew Trainer (IR),Chargers,0,William & Mary,12/18/1997
59,2023,Amechi Uzodinma (IR),Chargers,0,Ball State,
60,2023,Mike Williams (IR),Chargers,3,Clemson,10/4/1994
61,2023,Team Total,Chargers,5,,
0,2023,Krys Barnes,Cardinals,6,UCLA,4/2/1998
1,2023,Kelvin Beachum,Cardinals,0,SMU,6/8/1989
2,2023,Joey Blount,Cardinals,2,Virginia,11/16/1998
3,2023,Aaron Brewer,Cardinals,6,San Diego St.,7/5/1990
4,2023,Marquise Brown,Cardinals,6,"College of the Canyons (CA),Oklahoma",6/4/1997
5,2023,Andre Chachere,Cardinals,6,San Jose St.,2/10/1996
6,2023,Kei'Trel Clark,Cardinals,6,"Liberty,Louisville",3/19/2001
7,2023,Zaven Collins,Cardinals,6,Tulsa,5/19/1999
8,2023,Trystan Colon-Castillo,Cardinals,6,Missouri,3/23/1998
9,2023,Emari Demercado,Cardinals,6,"Saddleback College,TCU",1/20/1999
10,2023,Victor Dimukeje,Cardinals,6,Duke,11/18/1999
11,2023,Joshua Dobbs,Cardinals,6,Tennessee,1/26/1995
12,2023,Greg Dortch,Cardinals,6,Wake Forest,5/29/1998
13,2023,Zach Ertz,Cardinals,6,Stanford,11/10/1990
14,2023,Leki Fotu,Cardinals,5,Utah,8/23/1998
15,2023,Hjalte Froholdt,Cardinals,6,Arkansas,8/20/1996
16,2023,Dennis Gardeck,Cardinals,6,Sioux Falls,8/9/1994
17,2023,Blake Gillikin,Cardinals,2,Penn St.,1/21/1998
18,2023,Antonio Hamilton,Cardinals,6,South Carolina St.,1/24/1993
19,2023,Will Hernandez,Cardinals,6,Texas-El Paso,9/2/1995
20,2023,Elijah Higgins,Cardinals,0,Stanford,10/27/2000
21,2023,D.J. Humphries,Cardinals,6,Florida,12/28/1993
22,2023,Keaontay Ingram,Cardinals,4,"Texas,USC",10/26/1999
23,2023,Keith Ismael,Cardinals,4,San Diego St.,7/25/1998
24,2023,Paris Johnson,Cardinals,6,Ohio St.,7/3/2001
25,2023,Qwuantrezz Knight,Cardinals,3,"Maryland,Kent St.,UCLA",10/10/1997
26,2023,Jonathan Ledbetter,Cardinals,4,Georgia,9/12/1997
27,2023,Roy Lopez,Cardinals,3,"New Mexico St.,Arizona",8/7/1997
28,2023,Jesse Luketa,Cardinals,5,Penn St.,1/15/1999
29,2023,Trey McBride,Cardinals,6,Colorado St.,11/22/1999
30,2023,Rondale Moore,Cardinals,6,Purdue,6/9/2000
31,2023,Carter O'Donnell,Cardinals,0,University of Alberta,12/23/1998
32,2023,BJ Ojulari,Cardinals,6,LSU,4/5/2002
33,2023,Owen Pappoe,Cardinals,5,Auburn,9/29/2000
34,2023,Zach Pascal,Cardinals,6,Old Dominion,12/18/1994
35,2023,Matt Prater,Cardinals,6,Central Florida,8/10/1984
36,2023,Dante Stills,Cardinals,5,West Virginia,12/14/1999
37,2023,Kevin Strong,Cardinals,6,Texas-San Antonio,8/5/1996
38,2023,Geoff Swaim,Cardinals,6,Texas,9/16/1993
39,2023,Cameron Thomas,Cardinals,6,San Diego St.,1/7/2000
40,2023,Starling Thomas,Cardinals,2,Ala-Birmingham,1/25/2000
41,2023,Jalen Thompson,Cardinals,5,Washington St.,7/18/1998
42,2023,Clayton Tune,Cardinals,0,Houston,3/23/1999
43,2023,Zeke Turner,Cardinals,6,Washington,6/9/1996
44,2023,K'Von Wallace,Cardinals,6,Clemson,7/25/1997
45,2023,Kyzir White,Cardinals,6,West Virginia,3/24/1996
46,2023,Elijah Wilkinson,Cardinals,6,Massachusetts,2/10/1995
47,2023,Marco Wilson,Cardinals,6,Florida,3/3/1999
48,2023,Michael Wilson,Cardinals,6,Stanford,2/23/2000
49,2023,Josh Woods,Cardinals,3,Maryland,7/1/1996
50,2023,Budda Baker (IRD),Cardinals,1,Washington,1/10/1996
51,2023,Dennis Daley (IRD),Cardinals,1,South Carolina,8/7/1996
52,2023,Kyler Murray (IRD),Cardinals,0,"Texas A&M,Oklahoma",8/7/1997
53,2023,Garrett Williams (IRD),Cardinals,0,Syracuse,6/1/2001
54,2023,L.J. Collier (IR),Cardinals,1,TCU,9/12/1995
55,2023,James Conner (IR),Cardinals,5,Pittsburgh,5/5/1995
56,2023,Pat Elflein (IR),Cardinals,0,Ohio St.,7/6/1994
57,2023,Rashad Fenton (IR),Cardinals,0,South Carolina,2/17/1997
58,2023,Jon Gaines (IR),Cardinals,0,UCLA,5/24/1999
59,2023,Matt Hembrough (IR),Cardinals,0,Oklahoma State,5/17/1999
60,2023,Hayden Howerton (IR),Cardinals,0,SMU,2/11/1999
61,2023,Marlon Mack (IR),Cardinals,0,South Florida,3/7/1996
62,2023,Carlos Watkins (IR),Cardinals,2,Clemson,12/5/1993
63,2023,Team Total,Cardinals,6,,
0,2023,Nick Allegretti,Chiefs,6,Illinois,4/21/1996
1,2023,Felix Anudike-Uzomah,Chiefs,6,Kansas St.,1/24/2002
2,2023,Blake Bell,Chiefs,6,Oklahoma,8/7/1991
3,2023,Nick Bolton,Chiefs,3,Missouri,3/10/2000
4,2023,Harrison Butker,Chiefs,6,Georgia Tech,7/14/1995
5,2023,Mike Caliendo,Chiefs,3,Western Michigan,10/21/1997
6,2023,Leo Chenal,Chiefs,6,Wisconsin,10/26/2000
7,2023,Jack Cochrane,Chiefs,6,South Dakota,2/9/1999
8,2023,Chamarri Conner,Chiefs,6,Virginia Tech,7/11/2000
9,2023,Bryan Cook,Chiefs,6,"Howard,Cincinnati",9/7/1999
10,2023,Michael Danna,Chiefs,6,"Central Michigan,Michigan",12/4/1997
11,2023,Matt Dickerson,Chiefs,4,UCLA,11/9/1995
12,2023,Mike Edwards,Chiefs,6,"Kentucky,Hawaii",5/18/1996
13,2023,Clyde Edwards-Helaire,Chiefs,6,LSU,4/11/1999
14,2023,Neil Farrell,Chiefs,2,LSU,9/9/1998
15,2023,Blaine Gabbert,Chiefs,1,Missouri,10/15/1989
16,2023,Willie Gay Jr.,Chiefs,6,Mississippi St.,2/15/1998
17,2023,Noah Gray,Chiefs,6,Duke,4/30/1999
18,2023,Mecole Hardman,Chiefs,0,Georgia,3/12/1998
19,2023,Malik Herring,Chiefs,6,Georgia,11/9/1997
20,2023,Creed Humphrey,Chiefs,6,Oklahoma,6/28/1999
21,2023,Cam Jones,Chiefs,6,Indiana,10/21/1999
22,2023,Chris Jones,Chiefs,5,Mississippi St.,7/3/1994
23,2023,Nic Jones,Chiefs,2,Ball St.,10/15/2001
24,2023,George Karlaftis III,Chiefs,6,Purdue,4/3/2001
25,2023,Travis Kelce,Chiefs,5,Cincinnati,10/5/1989
26,2023,Patrick Mahomes,Chiefs,6,Texas Tech,9/17/1995
27,2023,Trent McDuffie,Chiefs,6,Washington,9/13/2000
28,2023,Jerick McKinnon,Chiefs,6,Georgia Southern,5/3/1992
29,2023,Skyy Moore,Chiefs,6,Western Michigan,9/10/2000
30,2023,Wanya Morris,Chiefs,3,"Tennessee,Oklahoma",10/10/2000
31,2023,Lucas Niang,Chiefs,3,TCU,8/18/1998
32,2023,Derrick Nnadi,Chiefs,6,Florida St.,5/9/1996
33,2023,Charles Omenihu,Chiefs,0,Texas,8/20/1997
34,2023,Isiah Pacheco,Chiefs,6,Rutgers,3/2/1999
35,2023,Justin Reid,Chiefs,6,Stanford,2/15/1997
36,2023,Rashee Rice,Chiefs,6,SMU,4/22/2000
37,2023,Justyn Ross,Chiefs,6,Clemson,12/15/1999
38,2023,Donovan Smith,Chiefs,6,Penn St.,6/23/1993
39,2023,Trey Smith,Chiefs,6,Tennessee,6/16/1999
40,2023,L'Jarius Sneed,Chiefs,6,Louisiana Tech,1/21/1997
41,2023,Jawaan Taylor,Chiefs,6,Florida,11/25/1997
42,2023,BJ Thompson,Chiefs,0,"Baylor,S.F. Austin",3/23/1999
43,2023,Joe Thuney,Chiefs,6,North Carolina St.,11/18/1992
44,2023,Kadarius Toney,Chiefs,6,Florida,1/27/1999
45,2023,Tommy Townsend,Chiefs,6,Florida,11/12/1996
46,2023,Drue Tranquill,Chiefs,6,Notre Dame,8/15/1995
47,2023,Marquez Valdes-Scantling,Chiefs,6,"North Carolina St.,South Florida",10/10/1994
48,2023,Jaylen Watson,Chiefs,5,"Washington St.,Ventura College",9/17/1998
49,2023,Justin Watson,Chiefs,6,Pennsylvania,4/4/1996
50,2023,Tershawn Wharton,Chiefs,6,Missouri S&T,6/25/1998
51,2023,Joshua Williams,Chiefs,6,Fayetteville St.,10/17/1999
52,2023,James Winchester,Chiefs,6,Oklahoma,8/6/1989
53,2023,Jody Fortson (IR),Chiefs,0,Valdosta St.,12/7/1995
54,2023,Richie James (IR),Chiefs,2,Middle Tenn. St.,9/5/1995
55,2023,Nazeeh Johnson (IR),Chiefs,0,Marshall,7/17/1998
56,2023,Prince Tega Wanogho (IR),Chiefs,3,Auburn,11/22/1997
57,2023,Team Total,Chiefs,6,,
0,2023,Adetomiwa Adebawore,Colts,2,Northwestern,3/4/2001
1,2023,Mo Alie-Cox,Colts,6,Virginia Commonwealth,9/19/1993
2,2023,Darrell Baker,Colts,4,Georgia Southern,3/27/1998
3,2023,Julian Blackmon,Colts,6,Utah,8/24/1998
4,2023,Ike Boettger,Colts,2,Iowa,10/5/1994
5,2023,Julius Brents,Colts,4,"Iowa,Kansas St.",1/18/2000
6,2023,Tony Brown,Colts,5,Alabama,7/13/1995
7,2023,Taven Bryan,Colts,6,Florida,3/11/1996
8,2023,DeForest Buckner,Colts,6,Oregon,3/17/1994
9,2023,Nick Cross,Colts,6,Maryland,9/10/2001
10,2023,Trevor Denbow,Colts,6,"Navarro,SMU",8/26/1998
11,2023,Josh Downs,Colts,6,North Carolina,8/12/2001
12,2023,Samson Ebukam,Colts,6,East. Washington,5/9/1995
13,2023,Sam Ehlinger,Colts,0,Texas,9/30/1998
14,2023,Zaire Franklin,Colts,6,Syracuse,7/2/1996
15,2023,Blake Freeland,Colts,5,BYU,5/3/2001
16,2023,Wesley French,Colts,6,Western Michigan,11/30/1996
17,2023,Will Fries,Colts,6,Penn St.,4/4/1998
18,2023,Matt Gay,Colts,6,Utah,3/15/1994
19,2023,Kylen Granson,Colts,6,"Rice,SMU",3/27/1998
20,2023,Arlington Hambright,Colts,0,Colorado,1/30/1996
21,2023,Eric Johnson,Colts,6,Missouri State,7/16/1998
22,2023,Jaylon Jones,Colts,6,Texas A&M,4/3/2002
23,2023,Ryan Kelly,Colts,4,Alabama,5/30/1993
24,2023,Isaiah Land,Colts,1,Florida A&M,2/5/2000
25,2023,Shaquille Leonard,Colts,5,South Carolina St.,7/27/1995
26,2023,Tyquan Lewis,Colts,6,Ohio St.,1/30/1995
27,2023,Will Mallory,Colts,2,Miami (FL),6/22/1999
28,2023,Jacob Martin,Colts,6,Temple,12/11/1995
29,2023,Cameron McGrone,Colts,5,Michigan,6/22/2000
30,2023,Isaiah McKenzie,Colts,6,Georgia,4/9/1995
31,2023,Gardner Minshew II,Colts,6,"Northwest Mississippi CC,East Carolina,Washington St.",5/16/1996
32,2023,Kenny Moore,Colts,6,Valdosta St.,8/23/1995
33,2023,Zack Moss,Colts,5,Utah,12/15/1997
34,2023,Quenton Nelson,Colts,6,Notre Dame,3/19/1996
35,2023,Dayo Odeyingbo,Colts,6,Vanderbilt,9/24/1999
36,2023,Andrew Ogletree,Colts,5,"Findlay,Youngstown St.",7/28/1998
37,2023,Segun Olubi,Colts,6,"Col. of Idaho,Saddleback College,Harding,San Diego St.",11/1/1999
38,2023,Kwity Paye,Colts,5,Michigan,11/19/1998
39,2023,Alec Pierce,Colts,6,Cincinnati,5/2/2000
40,2023,Michael Pittman Jr.,Colts,6,USC,10/5/1997
41,2023,Bernhard Raimann,Colts,4,Central Michigan,9/23/1997
42,2023,Luke Rhodes,Colts,6,William & Mary,12/2/1992
43,2023,Amari Rodgers,Colts,3,Clemson,9/23/1999
44,2023,Rigoberto Sanchez,Colts,6,Hawaii,9/8/1994
45,2023,Trey Sermon,Colts,4,"Oklahoma,Ohio St.",1/30/1999
46,2023,Josh Sills,Colts,6,"West Virginia,Oklahoma St.",1/26/1998
47,2023,Braden Smith,Colts,5,Auburn,3/25/1996
48,2023,E.J. Speed,Colts,6,Tarleton St.,6/1/1995
49,2023,Grant Stuard,Colts,6,Houston,10/15/1998
50,2023,Jonathan Taylor,Colts,2,Wisconsin,1/19/1999
51,2023,Rodney Thomas II,Colts,6,Yale,6/26/1998
52,2023,Juwann Winfree,Colts,3,Colorado,9/4/1996
53,2023,Grover Stewart (SUS),Colts,6,Albany State (GA),10/20/1993
54,2023,Genard Avery (IR),Colts,0,Memphis,4/26/1995
55,2023,Ashton Dulin (IR),Colts,0,Malone,5/15/1997
56,2023,Dallis Flowers (IR),Colts,4,"Grand View,Pittsburg St.",6/4/1997
57,2023,Evan Hull (IR),Colts,1,Northwestern,10/26/2000
58,2023,Titus Leo (IR),Colts,0,Wagner,8/26/1999
59,2023,Danny Pinter (IR),Colts,0,Ball St.,6/19/1996
60,2023,Anthony Richardson (IR),Colts,4,Florida,5/22/2002
61,2023,Daniel Scott (IR),Colts,0,California,10/26/1998
62,2023,Isaac Taylor-Stuart (IR),Colts,0,USC,10/25/1999
63,2023,Jake Witt (IR),Colts,0,"Michigan Tech,Northern Michigan",2/7/2000
64,2023,Jelani Woods (IR),Colts,0,"Oklahoma St.,Virginia",10/9/1998
65,2023,Team Total,Colts,6,,
0,2023,Jonathan Allen,Commanders,6,Alabama,1/16/1995
1,2023,Cody Barton,Commanders,6,Utah,11/13/1996
2,2023,John Bates,Commanders,6,Boise St.,11/6/1997
3,2023,Jacoby Brissett,Commanders,0,"Florida,North Carolina St.",12/11/1992
4,2023,Dyami Brown,Commanders,6,North Carolina,11/1/1999
5,2023,Terrell Burgess,Commanders,1,Utah,11/12/1998
6,2023,Percy Butler,Commanders,6,Louisiana,5/29/2000
7,2023,Saahdiq Charles,Commanders,6,LSU,7/26/1999
8,2023,Camaron Cheeseman,Commanders,6,Michigan,4/26/1998
9,2023,Samuel Cosmi,Commanders,6,Texas,2/16/1999
10,2023,Jamison Crowder,Commanders,6,Duke,6/17/1993
11,2023,Kamren Curl,Commanders,6,Arkansas,3/3/1999
12,2023,Jamin Davis,Commanders,6,Kentucky,12/12/1998
13,2023,Jahan Dotson,Commanders,6,Penn St.,3/22/2000
14,2023,Emmanuel Forbes,Commanders,5,Mississippi St.,1/13/2001
15,2023,Kendall Fuller,Commanders,6,Virginia Tech,2/13/1995
16,2023,Nick Gates,Commanders,6,Nebraska,11/27/1995
17,2023,Antonio Gibson,Commanders,6,Memphis,6/23/1998
18,2023,De'Jon Harris,Commanders,1,Arkansas,11/1/1997
19,2023,K.J. Henry,Commanders,1,Clemson,1/27/1999
20,2023,Curtis Hodges,Commanders,0,Arizona St.,7/3/1999
21,2023,Christian Holmes,Commanders,5,"Missouri,Oklahoma St.",9/14/1997
22,2023,Sam Howell,Commanders,6,North Carolina,9/16/2000
23,2023,Khaleke Hudson,Commanders,6,Michigan,12/6/1997
24,2023,Danny Johnson,Commanders,6,Southern,11/17/1995
25,2023,Andre Jones,Commanders,6,Louisiana,10/25/1998
26,2023,Tyler Larsen,Commanders,6,Utah St.,7/8/1991
27,2023,Charles Leno Jr.,Commanders,5,Boise St.,10/9/1991
28,2023,Cornelius Lucas,Commanders,6,Kansas St.,7/18/1991
29,2023,Jartavius Martin,Commanders,5,Illinois,4/17/2000
30,2023,David Mayo,Commanders,6,Texas St.,8/18/1993
31,2023,Terry McLaurin,Commanders,6,Ohio St.,9/15/1995
32,2023,Efe Obada,Commanders,1,None,4/13/1992
33,2023,Chris Paul,Commanders,0,Tulsa,11/19/1998
34,2023,Daron Payne,Commanders,6,Alabama,5/27/1997
35,2023,Byron Pringle,Commanders,6,Kansas St.,11/17/1993
36,2023,John Ridgeway,Commanders,6,"Illinois St.,Arkansas",5/7/1999
37,2023,Brian Robinson Jr.,Commanders,6,Alabama,3/22/1999
38,2023,Chris Rodriguez,Commanders,4,Kentucky,9/26/2000
39,2023,Curtis Samuel,Commanders,6,Ohio St.,8/11/1996
40,2023,Trenton Scott,Commanders,1,Grambling St.,1/25/1994
41,2023,Joey Slye,Commanders,6,Virginia Tech,4/10/1996
42,2023,James Smith-Williams,Commanders,6,North Carolina St.,7/30/1997
43,2023,Benjamin St-Juste,Commanders,6,"Michigan,Minnesota",9/8/1997
44,2023,Ricky Stromberg,Commanders,2,Arkansas,11/10/2000
45,2023,Montez Sweat,Commanders,6,"Michigan St.,Copiah-Lincoln CC,Mississippi St.",9/4/1996
46,2023,Logan Thomas,Commanders,5,Virginia Tech,7/1/1991
47,2023,Mitchell Tinsley,Commanders,1,"Hutchinson (KS),Western Kentucky,Penn St.",9/15/1999
48,2023,Casey Toohill,Commanders,6,Stanford,8/22/1996
49,2023,Cole Turner,Commanders,6,Nevada,3/16/2000
50,2023,Tress Way,Commanders,6,Oklahoma,4/18/1990
51,2023,Andrew Wylie,Commanders,6,East. Michigan,8/19/1994
52,2023,Chase Young,Commanders,5,Ohio St.,4/14/1999
53,2023,Shaka Toney (SUS),Commanders,0,Penn St.,1/7/1998
54,2023,Troy Apke (IR),Commanders,0,Penn St.,4/11/1995
55,2023,David Bada (IR),Commanders,0,None,5/24/1995
56,2023,Curtis Brooks (IR),Commanders,0,Cincinnati,2/6/1998
57,2023,Braeden Daniels (IR),Commanders,0,Utah,8/22/2000
58,2023,Darrick Forrest (IR),Commanders,5,Cincinnati,5/22/1999
59,2023,Phidarian Mathis (IR),Commanders,0,Alabama,4/26/1998
60,2023,Dax Milne (IR),Commanders,0,BYU,6/23/1999
61,2023,Jeremy Reaves (IR),Commanders,5,South Alabama,8/29/1996
62,2023,Armani Rogers (IR),Commanders,0,"UNLV,Ohio",12/4/1997
63,2023,Team Total,Commanders,6,,
0,2023,Bryan Anger,Cowboys,6,California,10/6/1988
1,2023,Dorance Armstrong Jr.,Cowboys,6,Kansas,6/10/1997
2,2023,Brandon Aubrey,Cowboys,6,Notre Dame,3/14/1995
3,2023,T.J. Bass,Cowboys,6,"Butte JC (CA),Oregon",3/31/1999
4,2023,Markquese Bell,Cowboys,6,Florida A&M,1/6/1999
5,2023,Tyler Biadasz,Cowboys,5,Wisconsin,11/20/1997
6,2023,DaRon Bland,Cowboys,6,"Sacramento St.,Fresno St.",7/12/1999
7,2023,Jalen Brooks,Cowboys,2,South Carolina,5/7/2000
8,2023,Damone Clark,Cowboys,6,LSU,6/28/2000
9,2023,Brandin Cooks,Cowboys,5,Oregon St.,9/25/1993
10,2023,Rico Dowdle,Cowboys,6,South Carolina,6/14/1998
11,2023,Chuma Edoga,Cowboys,6,USC,5/25/1997
12,2023,Viliami Fehoko,Cowboys,0,San Jose St.,12/16/1999
13,2023,Jake Ferguson,Cowboys,6,Wisconsin,1/18/1999
14,2023,Dante Fowler,Cowboys,6,Florida,8/3/1994
15,2023,Neville Gallimore,Cowboys,6,Oklahoma,1/17/1997
16,2023,Michael Gallup,Cowboys,6,Colorado St.,3/4/1996
17,2023,Stephon Gilmore,Cowboys,6,South Carolina,9/19/1990
18,2023,Chauncey Golston,Cowboys,6,Iowa,2/10/1998
19,2023,Johnathan Hankins,Cowboys,6,Ohio St.,3/30/1992
20,2023,Brock Hoffman,Cowboys,6,"Coastal Carolina,Virginia Tech",7/2/1999
21,2023,Malik Hooker,Cowboys,6,Ohio St.,4/2/1996
22,2023,Noah Igbinoghene,Cowboys,4,Auburn,11/27/1999
23,2023,Jayron Kearse,Cowboys,6,Clemson,2/11/1994
24,2023,CeeDee Lamb,Cowboys,6,Oklahoma,4/8/1999
25,2023,Trey Lance,Cowboys,0,North Dakota St.,5/9/2000
26,2023,DeMarcus Lawrence,Cowboys,6,"Butler (KS),Boise St.",4/28/1992
27,2023,Jourdan Lewis,Cowboys,5,Michigan,8/31/1995
28,2023,Hunter Luepke,Cowboys,6,North Dakota St.,2/28/2000
29,2023,Zack Martin,Cowboys,5,Notre Dame,11/20/1990
30,2023,Sean McKeon,Cowboys,3,Michigan,12/28/1997
31,2023,Israel Mukuamu,Cowboys,3,South Carolina,11/28/1999
32,2023,Osa Odighizuwa,Cowboys,6,UCLA,8/13/1998
33,2023,Micah Parsons,Cowboys,6,Penn St.,5/26/1999
34,2023,Tony Pollard,Cowboys,6,Memphis,4/30/1997
35,2023,Dak Prescott,Cowboys,6,Mississippi St.,7/29/1993
36,2023,Asim Richards,Cowboys,4,North Carolina,10/2/2000
37,2023,Cooper Rush,Cowboys,3,Central Michigan,11/21/1993
38,2023,Luke Schoonmaker,Cowboys,6,Michigan,9/28/1998
39,2023,Eric Scott,Cowboys,0,"Butler (KS),Southern Miss",8/7/1998
