,Year,G,Player,BirthDate,College,From,To,Active,Transactions
17005,2017,16,Patrick DiMarco,4/30/1989,South Carolina,Falcons,Bills,False,1
17006,2013,4,Patrick Edwards,10/25/1988,Houston,College,Lions,False,1
17007,2005,7,Patrick Estes,2/4/1983,Virginia,College,49ers,False,1
17008,1999,15,Patrick Hape,6/6/1974,Alabama,College,Buccaneers,False,1
17009,2001,15,Patrick Hape,6/6/1974,Alabama,Buccaneers,Broncos,False,1
17010,1999,15,Patrick Jeffers,2/2/1973,Virginia,College,Panthers,False,1
17011,1999,10,Patrick Johnson,8/10/1976,Oregon,College,Ravens,False,1
17012,2002,9,Patrick Johnson,8/10/1976,Oregon,Ravens,Jaguars,False,1
17013,2003,16,Patrick Johnson,8/10/1976,Oregon,Jaguars,Commanders,False,1
17014,2005,6,Patrick Johnson,8/10/1976,Oregon,Commanders,Ravens,False,1
17015,2021,17,Patrick Johnson,1/10/1998,Tulane,College,Eagles,False,1
17016,2021,9,Patrick Jones II,9/29/1998,Pittsburgh,College,Vikings,False,1
17017,1999,16,Patrick Kerney,12/30/1976,Virginia,College,Falcons,False,1
17018,2007,16,Patrick Kerney,12/30/1976,Virginia,Falcons,Seahawks,False,1
17019,2019,15,Patrick Laird,8/17/1995,California,College,Dolphins,False,1
17020,2014,6,Patrick Lewis,1/30/1991,Texas A&M,College,Seahawks,False,1
17021,2016,1,Patrick Lewis,1/30/1991,Texas A&M,Seahawks,Bills,False,1
17022,2017,1,Patrick Mahomes,9/17/1995,Texas Tech,College,Chiefs,False,1
17023,1999,16,Patrick Mannelly,4/18/1975,Duke,College,Bears,False,1
17024,2019,11,Patrick Mekari,8/13/1997,California,College,Ravens,False,1
17025,2019,2,Patrick Morris,2/13/1995,TCU,College,Broncos,False,1
17026,2014,16,Patrick Murray,6/22/1991,Fordham,College,Buccaneers,False,1
17027,2016,2,Patrick Murray,6/22/1991,Fordham,Buccaneers,Browns,False,1
17028,2017,12,Patrick Murray,6/22/1991,Fordham,Browns,Buccaneers,False,1
17029,2014,16,Patrick Omameh,12/29/1989,Michigan,College,Buccaneers,False,1
17030,2015,14,Patrick Omameh,12/29/1989,Michigan,Buccaneers,Bears,False,1
17031,2016,10,Patrick Omameh,12/29/1989,Michigan,Bears,Jaguars,False,1
17032,2018,7,Patrick Omameh,12/29/1989,Michigan,Jaguars,Giants,False,1
17033,2018,7,Patrick Omameh,12/29/1989,Michigan,Giants,Jaguars,False,1
17034,2019,14,Patrick Omameh,12/29/1989,Michigan,Jaguars,Saints,False,1
17035,2020,1,Patrick Omameh,12/29/1989,Michigan,Saints,Chiefs,False,1
17036,2020,6,Patrick Omameh,12/29/1989,Michigan,Chiefs,Raiders,False,1
17037,2021,1,Patrick Omameh,12/29/1989,Michigan,Raiders,Panthers,False,1
17038,2016,11,Patrick Onwuasor,8/22/1992,"Arizona,Portland St.",College,Ravens,False,1
17039,2020,1,Patrick Onwuasor,8/22/1992,"Arizona,Portland St.",Ravens,Jets,False,1
17040,2021,6,Patrick Onwuasor,8/22/1992,"Arizona,Portland St.",Jets,Raiders,False,1
17041,2000,5,Patrick Pass,12/31/1977,Georgia,College,Patriots,False,1
17042,2007,1,Patrick Pass,12/31/1977,Georgia,Patriots,Giants,False,1
17043,2011,16,Patrick Peterson,7/11/1990,LSU,College,Cardinals,True,1
17044,2021,13,Patrick Peterson,7/11/1990,LSU,Cardinals,Vikings,True,1
17045,2023,5,Patrick Peterson,7/11/1990,LSU,Vikings,Steelers,True,1
17046,2020,16,Patrick Queen,8/13/1999,LSU,College,Ravens,False,1
17047,2002,9,Patrick Ramsey,2/14/1979,Tulane,College,Commanders,False,1
17048,2006,1,Patrick Ramsey,2/14/1979,Tulane,Commanders,Jets,False,1
17049,2007,2,Patrick Ramsey,2/14/1979,Tulane,Jets,Broncos,False,1
17050,2017,16,Patrick Ricard,5/27/1994,Maine,College,Ravens,False,1
17051,2010,11,Patrick Robinson,9/7/1987,Florida St.,College,Saints,False,1
17052,2015,16,Patrick Robinson,9/7/1987,Florida St.,Saints,Chargers,False,1
17053,2016,7,Patrick Robinson,9/7/1987,Florida St.,Chargers,Colts,False,1
17054,2017,16,Patrick Robinson,9/7/1987,Florida St.,Colts,Eagles,False,1
17055,2018,3,Patrick Robinson,9/7/1987,Florida St.,Eagles,Saints,False,1
17056,1999,15,Patrick Sapp,5/11/1973,Clemson,College,Cardinals,False,1
17057,2014,2,Patrick Scales,2/11/1988,Utah St.,College,Ravens,False,1
17058,2015,5,Patrick Scales,2/11/1988,Utah St.,Ravens,Bears,False,1
17059,1999,16,Patrick Surtain,6/19/1976,Southern Miss,College,Dolphins,False,1
17060,2005,15,Patrick Surtain,6/19/1976,Southern Miss,Dolphins,Chiefs,False,1
17061,2021,16,Patrick Surtain II,4/14/2000,Alabama,College,Broncos,False,1
17062,2021,9,Patrick Taylor,4/29/1998,Memphis,College,Packers,False,1
17063,2011,5,Patrick Trahan,11/7/1986,"Northwest Mississippi CC,Auburn,Mississippi",College,Bears,False,1
17064,2009,2,Patrick Turner,5/19/1987,USC,College,Dolphins,False,1
17065,2010,5,Patrick Turner,5/19/1987,USC,Dolphins,Jets,False,1
17066,2001,16,Patrick Washington,3/4/1978,Virginia,College,Jaguars,False,1
17067,2007,16,Patrick Willis,1/25/1985,Mississippi,College,49ers,False,1
17068,2006,15,Paul Carrington,11/11/1982,Central Florida,College,Falcons,False,1
17069,2014,12,Paul Cornick,3/15/1989,North Dakota St.,College,Broncos,False,1
17070,2015,11,Paul Dawson,1/13/1993,TCU,College,Bengals,False,1
17071,2017,3,Paul Dawson,1/13/1993,TCU,Bengals,Seahawks,False,1
17072,2000,16,Paul Edinger,1/17/1978,Michigan St.,College,Bears,False,1
17073,2005,16,Paul Edinger,1/17/1978,Michigan St.,Bears,Vikings,False,1
17074,2005,1,Paul Ernster,1/26/1982,Northern Arizona,College,Broncos,False,1
17075,2007,1,Paul Ernster,1/26/1982,Northern Arizona,Broncos,Browns,False,1
17076,2008,3,Paul Ernster,1/26/1982,Northern Arizona,Browns,Steelers,False,1
17077,2011,3,Paul Fanaika,4/9/1986,Arizona St.,College,Seahawks,False,1
17078,2013,16,Paul Fanaika,4/9/1986,Arizona St.,Seahawks,Cardinals,False,1
17079,1999,5,Paul Grasmanis,8/2/1974,Notre Dame,College,Broncos,False,1
17080,2000,16,Paul Grasmanis,8/2/1974,Notre Dame,Broncos,Eagles,False,1
17081,1999,16,Paul Gruber,2/24/1965,Wisconsin,College,Buccaneers,False,1
17082,2013,13,Paul Hazel,5/9/1990,Western Michigan,College,Browns,False,1
17083,2014,4,Paul Hazel,5/9/1990,Western Michigan,Browns,Giants,False,1
17084,2010,1,Paul Hubbard,6/12/1985,Wisconsin,College,Bills,False,1
17085,2005,2,Paul Irons,12/23/1983,Florida St.,College,Browns,False,1
17086,1999,10,Paul Justin,5/19/1968,Arizona St.,College,Rams,False,1
17087,2009,9,Paul Kruger,2/15/1986,Utah,College,Ravens,False,1
17088,2013,16,Paul Kruger,2/15/1986,Utah,Ravens,Browns,False,1
17089,2016,15,Paul Kruger,2/15/1986,Utah,Browns,Saints,False,1
17090,2016,10,Paul Lasike,6/18/1990,BYU,College,Bears,False,1
17091,2006,15,Paul McQuistan,4/30/1983,Weber St.,College,Raiders,False,1
17092,2011,16,Paul McQuistan,4/30/1983,Weber St.,Raiders,Seahawks,False,1
17093,2014,14,Paul McQuistan,4/30/1983,Weber St.,Seahawks,Browns,False,1
17094,2016,2,Paul McRoberts,11/15/1992,SE Missouri St.,College,Rams,False,1
17095,1999,5,Paul Miranda,5/2/1976,Central Florida,College,Colts,False,1
17096,2000,3,Paul Miranda,5/2/1976,Central Florida,Colts,Seahawks,False,1
17097,2008,12,Paul Oliver,3/30/1984,Georgia,College,Chargers,False,1
17098,2016,14,Paul Perkins,11/16/1994,UCLA,College,Giants,False,1
17099,2019,4,Paul Perkins,11/16/1994,UCLA,Giants,Lions,False,1
17100,2007,3,Paul Posluszny,10/10/1984,Penn St.,College,Bills,False,1
17101,2011,16,Paul Posluszny,10/10/1984,Penn St.,Bills,Jaguars,False,1
17102,2010,2,Paul Pratt,5/1/1985,Nevada,College,Lions,False,1
17103,2021,1,Paul Quessenberry,1/8/1992,Navy,College,Texans,False,1
17104,2014,15,Paul Richardson,4/13/1992,Colorado,College,Seahawks,False,1
17105,2018,7,Paul Richardson,4/13/1992,Colorado,Seahawks,Commanders,False,1
17106,1999,13,Paul Shields,1/31/1976,Arizona,College,Colts,False,1
17107,2000,10,Paul Smith,1/31/1978,Texas-El Paso,College,49ers,False,1
17108,2003,7,Paul Smith,1/31/1978,Texas-El Paso,49ers,Lions,False,1
17109,2006,10,Paul Smith,1/31/1978,Texas-El Paso,Lions,Rams,False,1
17110,2007,14,Paul Smith,1/31/1978,Texas-El Paso,Rams,Broncos,False,1
17111,2007,8,Paul Soliai,12/30/1983,Utah,College,Dolphins,False,1
17112,2014,15,Paul Soliai,12/30/1983,Utah,Dolphins,Falcons,False,1
17113,2016,10,Paul Soliai,12/30/1983,Utah,Falcons,Panthers,False,1
17114,1999,2,Paul Spicer,8/18/1975,"DuPage (IL),Saginaw Valley St.",College,Lions,False,1
17115,2000,3,Paul Spicer,8/18/1975,"DuPage (IL),Saginaw Valley St.",Lions,Jaguars,False,1
17116,2016,4,Paul Turner,5/10/1993,Louisiana Tech,College,Eagles,False,1
17117,2008,5,Paul Williams,12/2/1983,Fresno St.,College,Titans,False,1
17118,2013,16,Paul Worrilow,5/1/1990,Delaware,College,Falcons,False,1
17119,2017,13,Paul Worrilow,5/1/1990,Delaware,Falcons,Lions,False,1
17120,2019,4,Paul Worrilow,5/1/1990,Delaware,Lions,Jets,False,1
17121,2001,1,Paul Zukauskas,7/12/1979,Boston Col.,College,Browns,False,1
17122,2021,17,Paulson Adebo,7/3/1999,Stanford,College,Saints,False,1
17123,2016,3,Paxton Lynch,2/12/1994,Memphis,College,Broncos,False,1
17124,2023,1,Payne Durham,6/15/2000,Purdue,College,Buccaneers,True,1
17125,2021,5,Payton Turner,1/7/1998,Houston,College,Saints,False,1
17126,2000,7,Payton Williams,11/19/1978,Fresno St.,College,Colts,False,1
17127,1999,16,Peerless Price,10/27/1976,Tennessee,College,Bills,False,1
17128,2003,16,Peerless Price,10/27/1976,Tennessee,Bills,Falcons,False,1
17129,2005,7,Peerless Price,10/27/1976,Tennessee,Falcons,Cowboys,False,1
17130,2006,16,Peerless Price,10/27/1976,Tennessee,Cowboys,Bills,False,1
17131,1999,16,Pellom McDaniels,2/21/1968,Oregon St.,College,Falcons,False,1
17132,2021,16,Penei Sewell,10/9/2000,Oregon,College,Lions,False,1
17133,2020,13,Penny Hart,7/5/1996,Georgia St.,College,Seahawks,False,1
17134,2011,4,Pep Levingston,11/16/1987,LSU,College,Seahawks,False,1
17135,2012,3,Pep Levingston,11/16/1987,LSU,Seahawks,Buccaneers,False,1
17136,1999,13,Peppi Zellner,3/14/1975,"Georgia Military,Fort Valley St.",College,Cowboys,False,1
17137,2003,16,Peppi Zellner,3/14/1975,"Georgia Military,Fort Valley St.",Cowboys,Commanders,False,1
17138,2004,16,Peppi Zellner,3/14/1975,"Georgia Military,Fort Valley St.",Commanders,Cardinals,False,1
17139,2022,15,Percy Butler,5/29/2000,Louisiana,College,Commanders,False,1
17140,1999,14,Percy Ellsworth,10/19/1974,Virginia,College,Giants,False,1
17141,2000,16,Percy Ellsworth,10/19/1974,Virginia,Giants,Browns,False,1
17142,2009,15,Percy Harvin,5/28/1988,Florida,College,Vikings,False,1
17143,2013,1,Percy Harvin,5/28/1988,Florida,Vikings,Seahawks,False,1
17144,2014,5,Percy Harvin,5/28/1988,Florida,Jets,Seahawks,False,1
17145,2014,8,Percy Harvin,5/28/1988,Florida,Seahawks,Jets,False,1
17146,2015,5,Percy Harvin,5/28/1988,Florida,Seahawks,Bills,False,1
17147,2009,2,Peria Jerry,8/23/1984,Mississippi,College,Falcons,False,1
17148,1999,2,Pernell Davis,5/19/1976,Ala-Birmingham,College,Eagles,False,1
17149,2011,16,Pernell McPhee,12/17/1988,Mississippi St.,College,Ravens,False,1
17150,2015,14,Pernell McPhee,12/17/1988,Mississippi St.,Ravens,Bears,False,1
17151,2018,13,Pernell McPhee,12/17/1988,Mississippi St.,Bears,Commanders,False,1
17152,2019,7,Pernell McPhee,12/17/1988,Mississippi St.,Commanders,Ravens,False,1
17153,2022,13,Perrion Winfrey,8/15/2000,"Iowa Western,Oklahoma",College,Browns,False,1
17154,2010,15,Perrish Cox,1/10/1987,Oklahoma St.,College,Broncos,False,1
17155,2012,16,Perrish Cox,1/10/1987,Oklahoma St.,Broncos,49ers,False,1
17156,2013,2,Perrish Cox,1/10/1987,Oklahoma St.,49ers,Seahawks,False,1
17157,2014,15,Perrish Cox,1/10/1987,Oklahoma St.,Seahawks,49ers,False,1
17158,2015,13,Perrish Cox,1/10/1987,Oklahoma St.,49ers,Titans,False,1
17159,1999,16,Perry Phenix,11/14/1974,Southern Miss,College,Titans,False,1
17160,2001,2,Perry Phenix,11/14/1974,Southern Miss,Titans,Panthers,False,1
17161,2001,12,Perry Phenix,11/14/1974,Southern Miss,Panthers,Titans,False,1
17162,2010,8,Perry Riley,5/3/1988,LSU,College,Commanders,False,1
17163,2016,11,Perry Riley,5/3/1988,LSU,Commanders,Raiders,False,1
17164,2000,2,Pete Bercich,12/23/1971,Notre Dame,College,Vikings,False,1
17165,1999,11,Pete Chryplewicz,4/27/1974,Notre Dame,College,Lions,False,1
17166,1999,1,Pete Gonzalez,7/24/1974,Pittsburgh,College,Steelers,False,1
17167,2002,11,Pete Hunter,5/25/1980,Virginia Union,College,Cowboys,False,1
17168,2005,4,Pete Hunter,5/25/1980,Virginia Union,Cowboys,Browns,False,1
17169,2006,0,Pete Hunter,5/25/1980,Virginia Union,Browns,Seahawks,False,1
17170,2010,3,Pete Ittersagen,9/28/1985,Wheaton,College,Titans,False,1
17171,1999,16,Pete Kendall,7/9/1973,Boston Col.,College,Seahawks,False,1
17172,2001,11,Pete Kendall,7/9/1973,Boston Col.,Seahawks,Cardinals,False,1
17173,2004,15,Pete Kendall,7/9/1973,Boston Col.,Cardinals,Jets,False,1
17174,2007,16,Pete Kendall,7/9/1973,Boston Col.,Jets,Commanders,False,1
17175,1999,15,Pete Mitchell,10/9/1971,Boston Col.,College,Giants,False,1
17176,2001,5,Pete Mitchell,10/9/1971,Boston Col.,Giants,Lions,False,1
17177,2002,16,Pete Mitchell,10/9/1971,Boston Col.,Lions,Jaguars,False,1
17178,1999,16,Pete Monty,7/3/1974,Wisconsin,College,Giants,False,1
17179,2001,6,Pete Monty,7/3/1974,Wisconsin,Giants,Vikings,False,1
17180,1999,15,Pete Pierson,2/4/1971,Washington,College,Buccaneers,False,1
17181,2002,2,Pete Pierson,2/4/1971,Washington,Buccaneers,Colts,False,1
17182,2017,4,Pete Robertson,12/12/1992,Texas Tech,College,Commanders,False,1
17183,2019,2,Pete Robertson,12/12/1992,Texas Tech,Commanders,Cardinals,False,1
17184,1999,16,Pete Stoyanovich,4/28/1967,Indiana,College,Chiefs,False,1
17185,2000,3,Pete Stoyanovich,4/28/1967,Indiana,Chiefs,Rams,False,1
17186,2000,3,Pete Swanson,3/26/1974,Stanford,College,Rams,False,1
17187,2021,15,Pete Werner,6/5/1999,Ohio St.,College,Saints,False,1
17188,1999,16,Peter Boulware,12/18/1974,Florida St.,College,Ravens,False,1
17189,2018,15,Peter Kalambayi,6/26/1995,Stanford,College,Texans,False,1
17190,2012,16,Peter Konz,6/9/1989,Wisconsin,College,Falcons,False,1
17191,2000,5,Peter Sirmon,2/18/1977,Oregon,College,Titans,False,1
17192,2023,3,Peter Skoronski,7/31/2001,Northwestern,College,Titans,True,1
17193,2000,16,Peter Warrick,6/19/1977,Florida St.,College,Bengals,False,1
17194,2005,13,Peter Warrick,6/19/1977,Florida St.,Bengals,Seahawks,False,1
17195,2016,15,Peyton Barber,6/27/1994,Auburn,College,Buccaneers,False,1
17196,2020,16,Peyton Barber,6/27/1994,Auburn,Buccaneers,Commanders,False,1
17197,2021,10,Peyton Barber,6/27/1994,Auburn,Commanders,Raiders,False,1
17198,2022,17,Peyton Hendershot,4/23/1999,Indiana,College,Cowboys,False,1
17199,2008,12,Peyton Hillis,1/21/1986,Arkansas,College,Broncos,False,1
17200,2010,16,Peyton Hillis,1/21/1986,Arkansas,Broncos,Browns,False,1
17201,2012,13,Peyton Hillis,1/21/1986,Arkansas,Browns,Chiefs,False,1
17202,2013,7,Peyton Hillis,1/21/1986,Arkansas,Chiefs,Giants,False,1
17203,1999,16,Peyton Manning,3/24/1976,Tennessee,College,Colts,False,1
17204,2012,16,Peyton Manning,3/24/1976,Tennessee,Colts,Broncos,False,1
17205,2014,2,Peyton Thompson,9/26/1990,San Jose St.,College,Jaguars,False,1
17206,2017,2,Pharaoh Brown,5/4/1994,Oregon,College,Raiders,True,1
17207,2019,9,Pharaoh Brown,5/4/1994,Oregon,Raiders,Browns,True,1
17208,2020,13,Pharaoh Brown,5/4/1994,Oregon,Browns,Texans,True,1
17209,2022,3,Pharaoh Brown,5/4/1994,Oregon,Browns,Texans,True,1
17210,2022,13,Pharaoh Brown,5/4/1994,Oregon,Texans,Browns,True,1
17211,2023,6,Pharaoh Brown,5/4/1994,Oregon,Texans,Patriots,True,1
17212,2016,10,Pharoh Cooper,3/7/1995,South Carolina,College,Rams,False,1
17213,2018,2,Pharoh Cooper,3/7/1995,South Carolina,Rams,Cardinals,False,1
17214,2018,5,Pharoh Cooper,3/7/1995,South Carolina,Cardinals,Rams,False,1
17215,2019,1,Pharoh Cooper,3/7/1995,South Carolina,Rams,Bengals,False,1
17216,2019,12,Pharoh Cooper,3/7/1995,South Carolina,Bengals,Cardinals,False,1
17217,2020,16,Pharoh Cooper,3/7/1995,South Carolina,Cardinals,Panthers,False,1
17218,2021,8,Pharoh Cooper,3/7/1995,South Carolina,Panthers,Giants,False,1
17219,2022,5,Pharoh Cooper,3/7/1995,South Carolina,Giants,Cardinals,False,1
17220,2022,1,Phidarian Mathis,4/26/1998,Alabama,College,Commanders,False,1
17221,2000,3,Phil Armour,12/9/1976,North Texas,College,Colts,False,1
17222,2014,1,Phil Bates,9/20/1989,Ohio,College,Seahawks,False,1
17223,2003,15,Phil Bogle,9/27/1979,New Haven,College,Chargers,False,1
17224,1999,8,Phil Clarke,1/9/1977,Pittsburgh,College,Saints,False,1
17225,2010,4,Phil Costa,7/11/1987,Maryland,College,Cowboys,False,1
17226,1999,15,Phil Dawson,1/23/1975,Texas,College,Browns,False,1
17227,2013,16,Phil Dawson,1/23/1975,Texas,Browns,49ers,False,1
17228,2017,16,Phil Dawson,1/23/1975,Texas,49ers,Cardinals,False,1
17229,1999,1,Phil Glover,12/17/1975,"Washington St.,Utah",College,Titans,False,1
17230,2000,9,Phil Glover,12/17/1975,"Washington St.,Utah",Titans,Colts,False,1
17231,1999,14,Phil Hansen,5/20/1968,North Dakota St.,College,Bills,False,1
17232,2019,0,Phil Haynes,10/19/1995,Wake Forest,College,Seahawks,False,1
17233,2021,3,Phil Hoskins,1/2/1997,"Highland (KS),Kentucky",College,Panthers,False,1
17234,2009,15,Phil Loadholt,1/21/1986,Oklahoma,College,Vikings,False,1
17235,2001,2,Phil McGeoghan,7/8/1979,"Boston Univ.,Maine",College,Broncos,False,1
17236,1999,15,Phil Ostrowski,9/23/1975,Penn St.,College,49ers,False,1
17237,2011,16,Phil Taylor,4/7/1988,Baylor,College,Browns,False,1
17238,2009,4,Phil Trautwein,4/15/1986,Florida,College,Rams,False,1
17239,2004,2,Philip Rivers,12/8/1981,North Carolina St.,College,Chargers,False,1
17240,2020,16,Philip Rivers,12/8/1981,North Carolina St.,Chargers,Colts,False,1
17241,2008,16,Philip Wheeler,12/12/1984,Georgia Tech,College,Colts,False,1
17242,2012,16,Philip Wheeler,12/12/1984,Georgia Tech,Colts,Raiders,False,1
17243,2013,16,Philip Wheeler,12/12/1984,Georgia Tech,Raiders,Dolphins,False,1
17244,2015,9,Philip Wheeler,12/12/1984,Georgia Tech,Dolphins,Falcons,False,1
17245,2010,15,Phillip Adams,7/20/1988,South Carolina St.,College,49ers,False,1
17246,2011,1,Phillip Adams,7/20/1988,South Carolina St.,Patriots,Seahawks,False,1
17247,2011,6,Phillip Adams,7/20/1988,South Carolina St.,49ers,Patriots,False,1
17248,2012,15,Phillip Adams,7/20/1988,South Carolina St.,Seahawks,Raiders,False,1
17249,2014,12,Phillip Adams,7/20/1988,South Carolina St.,Raiders,Jets,False,1
17250,2015,13,Phillip Adams,7/20/1988,South Carolina St.,Jets,Falcons,False,1
17251,2002,6,Phillip Buchanon,9/19/1980,Miami (FL),College,Raiders,False,1
17252,2005,10,Phillip Buchanon,9/19/1980,Miami (FL),Raiders,Texans,False,1
17253,2006,4,Phillip Buchanon,9/19/1980,Miami (FL),Buccaneers,Texans,False,1
17254,2006,10,Phillip Buchanon,9/19/1980,Miami (FL),Texans,Buccaneers,False,1
17255,2007,16,Phillip Buchanon,9/19/1980,Miami (FL),Texans,Buccaneers,False,1
17256,2009,13,Phillip Buchanon,9/19/1980,Miami (FL),Buccaneers,Lions,False,1
17257,2010,16,Phillip Buchanon,9/19/1980,Miami (FL),Lions,Commanders,False,1
17258,2001,16,Phillip Crosby,11/5/1976,Tennessee,College,Bills,False,1
17259,1999,16,Phillip Daniels,3/4/1973,Georgia,College,Seahawks,False,1
17260,2000,14,Phillip Daniels,3/4/1973,Georgia,Seahawks,Bears,False,1
17261,2004,5,Phillip Daniels,3/4/1973,Georgia,Bears,Commanders,False,1
17262,2010,7,Phillip Dillard,12/10/1986,Nebraska,College,Giants,False,1
17263,2015,11,Phillip Dorsett,1/5/1993,Miami (FL),College,Colts,False,1
17264,2017,15,Phillip Dorsett,1/5/1993,Miami (FL),Colts,Patriots,False,1
17265,2021,1,Phillip Dorsett,1/5/1993,Miami (FL),Patriots,Jaguars,False,1
17266,2021,2,Phillip Dorsett,1/5/1993,Miami (FL),Jaguars,Seahawks,False,1
17267,2021,3,Phillip Dorsett,1/5/1993,Miami (FL),Seahawks,Texans,False,1
17268,2014,13,Phillip Gaines,4/4/1991,Rice,College,Chiefs,False,1
17269,2018,4,Phillip Gaines,4/4/1991,Rice,Bills,Browns,False,1
17270,2018,7,Phillip Gaines,4/4/1991,Rice,Chiefs,Bills,False,1
17271,2019,6,Phillip Gaines,4/4/1991,Rice,Browns,Texans,False,1
17272,2011,9,Phillip Hunt,1/10/1986,Houston,College,Eagles,False,1
17273,2015,2,Phillip Hunt,1/10/1986,Houston,Eagles,Lions,False,1
17274,2018,15,Phillip Lindsay,7/24/1994,Colorado,College,Broncos,False,1
17275,2021,4,Phillip Lindsay,7/24/1994,Colorado,Broncos,Dolphins,False,1
17276,2021,10,Phillip Lindsay,7/24/1994,Colorado,Dolphins,Texans,False,1
17277,2022,3,Phillip Lindsay,7/24/1994,Colorado,Texans,Colts,False,1
17278,2008,16,Phillip Merling,8/19/1985,Clemson,College,Dolphins,False,1
17279,2012,3,Phillip Merling,8/19/1985,Clemson,Dolphins,Packers,False,1
17280,2013,3,Phillip Merling,8/19/1985,Clemson,Packers,Commanders,False,1
17281,2013,1,Phillip Supernaw,1/30/1990,Ouachita Baptist,College,Texans,False,1
17282,2014,2,Phillip Supernaw,1/30/1990,Ouachita Baptist,Texans,Chiefs,False,1
17283,2014,6,Phillip Supernaw,1/30/1990,Ouachita Baptist,Chiefs,Ravens,False,1
17284,2015,16,Phillip Supernaw,1/30/1990,Ouachita Baptist,Ravens,Titans,False,1
17285,2011,9,Phillip Tanner,8/8/1988,Middle Tenn. St.,College,Cowboys,False,1
17286,2014,2,Phillip Tanner,8/8/1988,Middle Tenn. St.,Cowboys,49ers,False,1
17287,2014,8,Phillip Thomas,3/1/1989,Fresno St.,College,Commanders,False,1
17288,2000,2,Phillip Ward,11/1/1974,UCLA,College,Saints,False,1
17289,1999,11,Phillippi Sparks,4/15/1969,Arizona St.,College,Giants,False,1
17290,2000,16,Phillippi Sparks,4/15/1969,Arizona St.,Giants,Cowboys,False,1
17291,2014,5,Pierre Desir,9/8/1990,Lindenwood,College,Browns,False,1
17292,2016,5,Pierre Desir,9/8/1990,Lindenwood,Browns,Chargers,False,1
17293,2017,9,Pierre Desir,9/8/1990,Lindenwood,Chargers,Colts,False,1
17294,2020,3,Pierre Desir,9/8/1990,Lindenwood,Jets,Ravens,False,1
17295,2020,9,Pierre Desir,9/8/1990,Lindenwood,Colts,Jets,False,1
17296,2021,12,Pierre Desir,9/8/1990,Lindenwood,Ravens,Buccaneers,False,1
17297,2008,14,Pierre Garcon,8/8/1986,Mount Union,College,Colts,False,1
17298,2012,10,Pierre Garcon,8/8/1986,Mount Union,Colts,Commanders,False,1
17299,2017,8,Pierre Garcon,8/8/1986,Mount Union,Commanders,49ers,False,1
17300,2022,15,Pierre Strong,12/10/1998,South Dakota St.,College,Patriots,True,1
17301,2023,5,Pierre Strong,12/10/1998,South Dakota St.,Patriots,Browns,True,1
17302,2007,12,Pierre Thomas,12/18/1984,Illinois,College,Saints,False,1
17303,2015,1,Pierre Thomas,12/18/1984,Illinois,Saints,49ers,False,1
17304,2015,4,Pierre Thomas,12/18/1984,Illinois,49ers,Commanders,False,1
17305,2009,3,Pierre Walters,3/25/1986,East. Illinois,College,Chiefs,False,1
17306,2014,6,Pierre Warren,8/16/1992,Jacksonville St.,College,Saints,False,1
17307,2006,8,Pierre Woods,1/6/1982,Michigan,College,Patriots,False,1
17308,2010,2,Pierre Woods,1/6/1982,Michigan,Bills,Patriots,False,1
17309,2010,4,Pierre Woods,1/6/1982,Michigan,Patriots,Bills,False,1
17310,1999,14,Pierson Prioleau,8/6/1977,Virginia Tech,College,49ers,False,1
17311,2001,6,Pierson Prioleau,8/6/1977,Virginia Tech,49ers,Bills,False,1
17312,2005,15,Pierson Prioleau,8/6/1977,Virginia Tech,Bills,Commanders,False,1
17313,2008,16,Pierson Prioleau,8/6/1977,Virginia Tech,Commanders,Jaguars,False,1
17314,2009,16,Pierson Prioleau,8/6/1977,Virginia Tech,Jaguars,Saints,False,1
17315,2003,16,Pisa Tinoisamoa,7/15/1981,Hawaii,College,Rams,False,1
17316,2009,2,Pisa Tinoisamoa,7/15/1981,Hawaii,Rams,Bears,False,1
17317,2017,2,Pita Taumoepenu,3/9/1994,Utah,College,49ers,False,1
17318,2020,1,Pita Taumoepenu,3/9/1994,Utah,49ers,Falcons,False,1
17319,2021,4,Pita Taumoepenu,3/9/1994,Utah,Falcons,Broncos,False,1
17320,2000,12,Plaxico Burress,8/12/1977,Michigan St.,College,Steelers,False,1
17321,2005,16,Plaxico Burress,8/12/1977,Michigan St.,Steelers,Giants,False,1
17322,2011,16,Plaxico Burress,8/12/1977,Michigan St.,Giants,Jets,False,1
17323,2012,4,Plaxico Burress,8/12/1977,Michigan St.,Jets,Steelers,False,1
17324,2021,1,Pooka Williams,6/19/1999,Kansas,College,Bengals,False,1
17325,2018,11,Poona Ford,11/19/1995,Texas,College,Seahawks,True,1
17326,2023,3,Poona Ford,11/19/1995,Texas,Seahawks,Bills,True,1
17327,2019,6,Porter Gustin,2/8/1997,USC,College,Browns,False,1
17328,2007,8,Prescott Burgess,3/6/1984,Michigan,College,Ravens,False,1
17329,2021,15,Pressley Harvin III,9/17/1998,Georgia Tech,College,Steelers,False,1
17330,2014,16,Preston Brown,10/27/1992,Louisville,College,Bills,False,1
17331,2018,7,Preston Brown,10/27/1992,Louisville,Bills,Bengals,False,1
17332,2019,1,Preston Brown,10/27/1992,Louisville,Bengals,Raiders,False,1
17333,2010,9,Preston Parker,2/13/1987,"Florida St.,North Alabama",College,Buccaneers,False,1
