SOURCE,Rank,Player,Weight,Height,40YD,AVG POS RANK,AVG OVR RANK,Rating,Summary
NFLDraftBuzz,486,Sam Pinckney,220,6-4,4.52,74.0,486.0,58.2,"Although Pinckney is more of a possession target than a field stretcher, he fiercely competitive demeanor and run-after-catch ability make..."
NFLDraftBuzz,487,Brandon Thomas,210,5-10,4.39,51.0,538.0,58.2,Possesses quick feet and straight-line speed but doesn't have the elite burst to be a constant big-play threat. Improving patience as a...
NFLDraftBuzz,488,David Spaulding,197,6-1,4.53,101.0,555.0,57.9,"Takes accurate angles to the ballcarrier. A strong, aggressive tackler and doesn't back down against the run. In the run game, he’s..."
NFLDraftBuzz,489,Jestin Jacobs,235,6-4,4.63,54.0,485.5,57.4,"Jacobs has an explosive first step and has the fluidity, flexibility and core strength to chase through traffic and make plays. He has an..."
NFLDraftBuzz,490,Demond Demas,180,6-3,4.31,76.0,491.0,57.2,"Fits a zone system, can sift through oncoming traffic and explode through tiny creases and cutback lanes. Elite, darting stop-and-go..."
NFLDraftBuzz,491,Nick Andersen,197,5-11,4.58,92.0,493.0,57.0,"Alert defender for zone coverage, showing good understanding of route progressions occurring behind him and a quick burst downhill to break..."
NFLDraftBuzz,492,Trace Ford,246,6-2,4.64,102.0,562.5,57.0,Has a solidly built frame with good upperbody strength and tenacity. Works hard to get to the ball. Plays fast with good initial quickness...
NFLDraftBuzz,493,Jahfari Harvey,252,6-4,4.64,92.0,455.5,56.2,"Harvey chases well in pursuit, and Harvey has the athleticism to play in space if asked to drop into coverage. As a pass rusher, he shows..."
NFLDraftBuzz,494,Monkell Goodwine,311,6-3,4.8,95.0,494.0,56.2,"He’s a high-motor player, and Goodwine shows good enough hand use, as well as a tight spin move, to win as an edge rusher. Agile and..."
NFLDraftBuzz,495,Corey Collier Jr.,190,6-1,4.68,94.0,496.0,56.0,"He’s also very good in zone coverage, showing a great understanding of routes and the ability to close quickly. Has the fluidity, speed..."
NFLDraftBuzz,496,Jakailin Johnson,175,6-1,4.44,96.0,498.0,55.4,"Effective out of the slot, showing the instincts and quickness to mirror when the receiver has a two-way go. Johnson has good instincts and..."
NFLDraftBuzz,497,Spencer Petras,230,6-5,5.05,33.0,574.0,55.4,Good (not elite) arm strength and can easily make all the NFL throws with effortless deep passes. Big athlete with good height and stands...
NFLDraftBuzz,498,Deion Smith,200,6-0,4.5,47.0,499.0,55.0,"His vision is outstanding, and Smith has an innate understanding of when to go and when to sit back and wait for blocks to develop. Smith..."
NFLDraftBuzz,499,Zykeivous Walker,291,6-4,4.75,96.0,500.0,54.0,"Walker has an impressive blend of length and movement skills, capable of dominating shorter interior blockers as a penetrator and showing..."
NFLDraftBuzz,500,Jermayne Lole,315,6-3,4.95,104.0,576.5,54.0,"Despite a bowling-ball build, Lole has good feet and agility, capable of working laterally down the line of scrimmage in pursuit. He’s a..."
NFLDraftBuzz,501,Justin Wright,240,6-3,4.8,63.0,581.0,54.0,"Quick to read run, showing good agility and speed to get past blockers and finish. Experienced in coverage and gets a strong jam on outside..."
NFLDraftBuzz,502,Aaron Lewis,266,6-5,5.13,101.0,548.0,53.2,"Combines excellent power with initial quickness, but one of his best attributes are his violent hands, which Lewis uses with impressive..."
